question_id,depth,question,question_original,obstacle,useless_info_family_used,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value,leaf_7_key,leaf_7_concept,leaf_7_label,leaf_7_entity,leaf_7_period,leaf_7_unit,leaf_7_value,leaf_8_key,leaf_8_concept,leaf_8_label,leaf_8_entity,leaf_8_period,leaf_8_unit,leaf_8_value
18,2,You should calculate the sum of longterm liabilities and total liabilities for Titan Consumer Brands in 2021 .,,,,"sum(longterm_liabilities, 61_total_liabilities)","{""op"": ""sum"", ""left"": {""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""61_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""61_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""61_total_liabilities"", ""depth"": 0}, ""depth"": 2}","{""op"": ""sum"", ""left"": {""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",1301825.0,3,1,2,718604656,595535703,527794695,0.407,1,2,3,61_total_liabilities,total_liabilities,total liabilities,Titan Consumer Brands,2021,M_USD,757557.0,61_current_liabilities,current_liabilities,current liabilities,Titan Consumer Brands,2021,M_USD,213289.0,61_total_liabilities,total_liabilities,total liabilities,Titan Consumer Brands,2021,M_USD,757557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2,Evaluate the operating income for SilverLine Retail Inc in 2023.,,,,operating_income,"{""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""45_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""45_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""45_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}","{""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}",343951.0,4,0,2,96652343,873932681,527794695,0.532,0,1,3,45_revenue,revenue,revenue,SilverLine Retail Inc,2023,M_USD,821168.0,45_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,SilverLine Retail Inc,2023,M_USD,416867.0,45_operating_expenses,operating_expenses,operating expenses,SilverLine Retail Inc,2023,M_USD,60350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1,you should calculate the gross profit for Titan Consumer Brands in 2021 .,,,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""61_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""61_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",323622.0,2,0,1,527221237,224760254,527794695,0.541,0,1,2,61_revenue,revenue,revenue,Titan Consumer Brands,2021,M_USD,471764.0,61_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Titan Consumer Brands,2021,M_USD,148142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,3,which value corresponds to the current assets for Helix BioSciences in 2024?,,,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""76_cash"", ""depth"": 0}, ""right"": {""leaf"": ""76_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""76_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""76_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",105291.0,3,0,3,653561575,172173968,527794695,0.154,0,1,4,76_cash,cash,cash,Helix BioSciences,2024,M_USD,44810.0,76_accounts_receivable,accounts_receivable,accounts receivable,Helix BioSciences,2024,M_USD,36417.0,76_inventories,inventories,inventories,Helix BioSciences,2024,M_USD,20633.0,76_short_term_investments,short_term_investments,short term investments,Helix BioSciences,2024,M_USD,3431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,3,Give the current assets for Orion Financial Group in 2022.,,,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""56_cash"", ""depth"": 0}, ""right"": {""leaf"": ""56_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""56_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""56_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",33146.0,4,0,3,948823352,304641399,527794695,0.529,0,1,4,56_cash,cash,cash,Orion Financial Group,2022,M_USD,8636.0,56_accounts_receivable,accounts_receivable,accounts receivable,Orion Financial Group,2022,M_USD,9324.0,56_inventories,inventories,inventories,Orion Financial Group,2022,M_USD,2433.0,56_short_term_investments,short_term_investments,short term investments,Orion Financial Group,2022,M_USD,12753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,3,determine the current assets for Quantum Bridge Holdings in 2022.,,,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""14_cash"", ""depth"": 0}, ""right"": {""leaf"": ""14_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""14_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""14_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",42514.0,2,0,3,958944671,975798195,527794695,0.519,0,1,4,14_cash,cash,cash,Quantum Bridge Holdings,2022,M_USD,24174.0,14_accounts_receivable,accounts_receivable,accounts receivable,Quantum Bridge Holdings,2022,M_USD,11245.0,14_inventories,inventories,inventories,Quantum Bridge Holdings,2022,M_USD,5002.0,14_short_term_investments,short_term_investments,short term investments,Quantum Bridge Holdings,2022,M_USD,2093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1,Whats the value of the longterm liabilities for ClearPath Logistics in 2021?,,,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""79_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""79_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",378544.0,4,0,1,855451239,946335571,527794695,0.562,0,1,2,79_total_liabilities,total_liabilities,total liabilities,ClearPath Logistics,2021,M_USD,547777.0,79_current_liabilities,current_liabilities,current liabilities,ClearPath Logistics,2021,M_USD,169233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,4,May you calculate the longterm assets for NovaStar Technologies in 2021?,,,,longterm_assets,"{""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""19_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""19_cash"", ""depth"": 0}, ""right"": {""leaf"": ""19_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""19_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""19_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}","{""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}",58929.0,3,0,4,154360516,772577748,527794695,0.45,0,1,5,19_total_assets,total_assets,total assets,NovaStar Technologies,2021,M_USD,93089.0,19_cash,cash,cash,NovaStar Technologies,2021,M_USD,7348.0,19_accounts_receivable,accounts_receivable,accounts receivable,NovaStar Technologies,2021,M_USD,15250.0,19_inventories,inventories,inventories,NovaStar Technologies,2021,M_USD,6654.0,19_short_term_investments,short_term_investments,short term investments,NovaStar Technologies,2021,M_USD,4908.0,,,,,,,,,,,,,,,,,,,,,
24,3,compute the current assets for Quantum Bridge Holdings in 2023.,,,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""15_cash"", ""depth"": 0}, ""right"": {""leaf"": ""15_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""15_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""15_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",44581.0,3,0,3,589610346,236322228,527794695,0.259,0,1,4,15_cash,cash,cash,Quantum Bridge Holdings,2023,M_USD,22294.0,15_accounts_receivable,accounts_receivable,accounts receivable,Quantum Bridge Holdings,2023,M_USD,10394.0,15_inventories,inventories,inventories,Quantum Bridge Holdings,2023,M_USD,2530.0,15_short_term_investments,short_term_investments,short term investments,Quantum Bridge Holdings,2023,M_USD,9363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1,What would be the gross profit for Cobalt Semiconductor in 2020,,,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""66_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""66_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",28593.0,2,0,1,739149508,303396033,527794695,0.49,0,1,2,66_revenue,revenue,revenue,Cobalt Semiconductor,2020,M_USD,53876.0,66_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Cobalt Semiconductor,2020,M_USD,25283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2,determine the operating income for Quantum Bridge Holdings in 2024,,,,operating_income,"{""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""16_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""16_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""16_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}","{""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}",50861.0,3,0,2,9345572,651664983,527794695,0.578,0,1,3,16_revenue,revenue,revenue,Quantum Bridge Holdings,2024,M_USD,97119.0,16_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Quantum Bridge Holdings,2024,M_USD,35929.0,16_operating_expenses,operating_expenses,operating expenses,Quantum Bridge Holdings,2024,M_USD,10329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,3,could you give the sum of operating income and difference between revenue and gross profit for Meridian Systems Inc in 2025 ?,,,,"sum(operating_income, diff(11_revenue, gross_profit))","{""op"": ""sum"", ""left"": {""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""11_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""11_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""11_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}, ""right"": {""op"": ""diff"", ""left"": {""leaf"": ""11_revenue"", ""depth"": 0}, ""right"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""11_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""11_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""depth"": 2}, ""depth"": 3}","{""op"": ""sum"", ""left"": {""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}, ""right"": {""op"": ""diff"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}",177156.0,4,2,3,641615501,503149267,527794695,0.511,2,3,6,11_revenue,revenue,revenue,Meridian Systems Inc,2025,M_USD,196832.0,11_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Meridian Systems Inc,2025,M_USD,83722.0,11_operating_expenses,operating_expenses,operating expenses,Meridian Systems Inc,2025,M_USD,19676.0,11_revenue,revenue,revenue,Meridian Systems Inc,2025,M_USD,196832.0,11_revenue,revenue,revenue,Meridian Systems Inc,2025,M_USD,196832.0,11_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Meridian Systems Inc,2025,M_USD,83722.0,,,,,,,,,,,,,,
32,4,Which value corresponds to the longterm assets for Helix BioSciences in 2020,,,,longterm_assets,"{""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""72_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""72_cash"", ""depth"": 0}, ""right"": {""leaf"": ""72_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""72_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""72_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}","{""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}",112935.0,4,0,4,950549070,525678274,527794695,0.185,0,1,5,72_total_assets,total_assets,total assets,Helix BioSciences,2020,M_USD,206207.0,72_cash,cash,cash,Helix BioSciences,2020,M_USD,27177.0,72_accounts_receivable,accounts_receivable,accounts receivable,Helix BioSciences,2020,M_USD,20427.0,72_inventories,inventories,inventories,Helix BioSciences,2020,M_USD,17743.0,72_short_term_investments,short_term_investments,short term investments,Helix BioSciences,2020,M_USD,27925.0,,,,,,,,,,,,,,,,,,,,,
32,2,what is the value of the operating income for Apex Dynamics Corp in 2021,,,,operating_income,"{""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""1_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""1_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""1_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}","{""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}",21812.0,4,0,2,269570008,235662063,527794695,0.303,0,1,3,1_revenue,revenue,revenue,Apex Dynamics Corp,2021,M_USD,78856.0,1_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Apex Dynamics Corp,2021,M_USD,50583.0,1_operating_expenses,operating_expenses,operating expenses,Apex Dynamics Corp,2021,M_USD,6461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1,state the gross profit for Pinnacle Health Group in 2024 .,,,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""34_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""34_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",11091.0,3,0,1,652104753,828794945,527794695,0.49,0,1,2,34_revenue,revenue,revenue,Pinnacle Health Group,2024,M_USD,20948.0,34_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Pinnacle Health Group,2024,M_USD,9857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,4,Which value corresponds to the longterm assets for Helix BioSciences in 2020 ?,,,,longterm_assets,"{""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""72_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""72_cash"", ""depth"": 0}, ""right"": {""leaf"": ""72_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""72_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""72_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}","{""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}",112935.0,3,0,4,28151827,7116689,527794695,0.592,0,1,5,72_total_assets,total_assets,total assets,Helix BioSciences,2020,M_USD,206207.0,72_cash,cash,cash,Helix BioSciences,2020,M_USD,27177.0,72_accounts_receivable,accounts_receivable,accounts receivable,Helix BioSciences,2020,M_USD,20427.0,72_inventories,inventories,inventories,Helix BioSciences,2020,M_USD,17743.0,72_short_term_investments,short_term_investments,short term investments,Helix BioSciences,2020,M_USD,27925.0,,,,,,,,,,,,,,,,,,,,,
32,2,compute the operating income for SilverLine Retail Inc in 2025,,,,operating_income,"{""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""47_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""47_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""47_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}","{""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}",352088.0,4,0,2,511286589,497262209,527794695,0.45,0,1,3,47_revenue,revenue,revenue,SilverLine Retail Inc,2025,M_USD,827261.0,47_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,SilverLine Retail Inc,2025,M_USD,318407.0,47_operating_expenses,operating_expenses,operating expenses,SilverLine Retail Inc,2025,M_USD,156766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1,You should calculate the longterm liabilities for Cobalt Semiconductor in 2022.,,,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""68_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""68_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",24816.0,4,0,1,73278848,33322184,527794695,0.322,0,1,2,68_total_liabilities,total_liabilities,total liabilities,Cobalt Semiconductor,2022,M_USD,39076.0,68_current_liabilities,current_liabilities,current liabilities,Cobalt Semiconductor,2022,M_USD,14260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1,What is the longterm liabilities for Apex Dynamics Corp in 2024 ?,,,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""4_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""4_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",41303.0,3,0,1,117166005,174622596,527794695,0.338,0,1,2,4_total_liabilities,total_liabilities,total liabilities,Apex Dynamics Corp,2024,M_USD,67131.0,4_current_liabilities,current_liabilities,current liabilities,Apex Dynamics Corp,2024,M_USD,25828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1,Compute the gross profit for Quantum Bridge Holdings in 2020 .,,,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""12_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""12_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",41750.0,2,0,1,628418055,219125413,527794695,0.553,0,1,2,12_revenue,revenue,revenue,Quantum Bridge Holdings,2020,M_USD,79628.0,12_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Quantum Bridge Holdings,2020,M_USD,37878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2,May you calculate the operating income for NovaStar Technologies in 2021,,,,operating_income,"{""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""19_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""19_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""19_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}","{""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}",29057.0,3,0,2,230263414,127962561,527794695,0.518,0,1,3,19_revenue,revenue,revenue,NovaStar Technologies,2021,M_USD,125354.0,19_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,NovaStar Technologies,2021,M_USD,83340.0,19_operating_expenses,operating_expenses,operating expenses,NovaStar Technologies,2021,M_USD,12957.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,3,determine the current assets for Pinnacle Health Group in 2020,,,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""30_cash"", ""depth"": 0}, ""right"": {""leaf"": ""30_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""30_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""30_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",5107.0,2,0,3,842988606,953711482,527794695,0.169,0,1,4,30_cash,cash,cash,Pinnacle Health Group,2020,M_USD,3451.0,30_accounts_receivable,accounts_receivable,accounts receivable,Pinnacle Health Group,2020,M_USD,937.0,30_inventories,inventories,inventories,Pinnacle Health Group,2020,M_USD,266.0,30_short_term_investments,short_term_investments,short term investments,Pinnacle Health Group,2020,M_USD,453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1,Whats the value of the gross profit for ClearPath Logistics in 2021,,,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""79_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""79_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",150603.0,4,0,1,624826077,632556230,527794695,0.375,0,1,2,79_revenue,revenue,revenue,ClearPath Logistics,2021,M_USD,514684.0,79_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,ClearPath Logistics,2021,M_USD,364081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,4,what's the value of the longterm assets for Atlas Global Industries in 2023,,,,longterm_assets,"{""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""27_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""27_cash"", ""depth"": 0}, ""right"": {""leaf"": ""27_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""27_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""27_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}","{""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}",56016.0,4,0,4,590075741,992666481,527794695,0.388,0,1,5,27_total_assets,total_assets,total assets,Atlas Global Industries,2023,M_USD,104031.0,27_cash,cash,cash,Atlas Global Industries,2023,M_USD,22183.0,27_accounts_receivable,accounts_receivable,accounts receivable,Atlas Global Industries,2023,M_USD,7056.0,27_inventories,inventories,inventories,Atlas Global Industries,2023,M_USD,3957.0,27_short_term_investments,short_term_investments,short term investments,Atlas Global Industries,2023,M_USD,14819.0,,,,,,,,,,,,,,,,,,,,,
40,3,What would be the result of operating expenses scaled by ratio of total liabilities to longterm liabilities for Cobalt Semiconductor in 2024 ?,,,,"mul(70_operating_expenses, ratio(70_total_liabilities, longterm_liabilities))","{""op"": ""mul"", ""left"": {""leaf"": ""70_operating_expenses"", ""depth"": 0}, ""right"": {""op"": ""ratio"", ""left"": {""leaf"": ""70_total_liabilities"", ""depth"": 0}, ""right"": {""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""70_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""70_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""depth"": 2}, ""depth"": 3}","{""op"": ""mul"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""op"": ""ratio"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}",11648.443057112323,4,2,3,4441361,73968476,527794695,0.448,2,3,4,70_operating_expenses,operating_expenses,operating expenses,Cobalt Semiconductor,2024,M_USD,8231.0,70_total_liabilities,total_liabilities,total liabilities,Cobalt Semiconductor,2024,M_USD,54291.0,70_total_liabilities,total_liabilities,total liabilities,Cobalt Semiconductor,2024,M_USD,54291.0,70_current_liabilities,current_liabilities,current liabilities,Cobalt Semiconductor,2024,M_USD,15928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
