question_id,depth,question,question_original,obstacle,useless_info_family_used,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value
32,3,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. Calculate the pretax income for SilverLine Retail Inc in 2020.",Calculate the pretax income for SilverLine Retail Inc in 2020.,unit_scale_change,,pretax_income,"{""derived"": ""pretax_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""42_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""42_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""42_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}, ""right"": {""leaf"": ""42_non_operating_expenses"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""pretax_income"", ""depth"": 0}",176921.99999999997,4,0,3,507632058,576541015,147638620,0.32,0,1,4,42_revenue,revenue,revenue,SilverLine Retail Inc,2020,M_USD,553.885,42_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,SilverLine Retail Inc,2020,M_USD,233.341,42_operating_expenses,operating_expenses,operating expenses,SilverLine Retail Inc,2020,M_USD,32.151,42_non_operating_expenses,non_operating_expenses,non operating expenses,SilverLine Retail Inc,2020,M_USD,111.471,,,,,,,,,,,,,,
33,1,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. What do we obtain as the longterm liabilities for Crimson Pharmaceuticals in 2020?",What do we obtain as the longterm liabilities for Crimson Pharmaceuticals in 2020?,unit_scale_change,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""84_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""84_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",89175.99999999999,3,0,1,736977444,953902723,147638620,0.47,0,1,2,84_total_liabilities,total_liabilities,total liabilities,Crimson Pharmaceuticals,2020,M_USD,152.16,84_current_liabilities,current_liabilities,current liabilities,Crimson Pharmaceuticals,2020,M_USD,62.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,3,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. which value corresponds to the current assets for Helix BioSciences in 2021",which value corresponds to the current assets for Helix BioSciences in 2021,unit_scale_change,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""73_cash"", ""depth"": 0}, ""right"": {""leaf"": ""73_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""73_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""73_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",59327.0,3,0,3,937216392,930885939,147638620,0.513,0,1,4,73_cash,cash,cash,Helix BioSciences,2021,M_USD,18.724,73_accounts_receivable,accounts_receivable,accounts receivable,Helix BioSciences,2021,M_USD,16.808,73_inventories,inventories,inventories,Helix BioSciences,2021,M_USD,5.363,73_short_term_investments,short_term_investments,short term investments,Helix BioSciences,2021,M_USD,18.432,,,,,,,,,,,,,,
38,4,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. you should give the difference between current assets and capex for Quantum Bridge Holdings in 2021.",you should give the difference between current assets and capex for Quantum Bridge Holdings in 2021.,unit_scale_change,,"diff(current_assets, 13_capex)","{""op"": ""diff"", ""left"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""13_cash"", ""depth"": 0}, ""right"": {""leaf"": ""13_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""13_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""13_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""right"": {""leaf"": ""13_capex"", ""depth"": 0}, ""depth"": 4}","{""op"": ""diff"", ""left"": {""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",24836.000000000004,3,1,4,119369280,531881087,147638620,0.288,1,2,5,13_cash,cash,cash,Quantum Bridge Holdings,2021,M_USD,2.853,13_accounts_receivable,accounts_receivable,accounts receivable,Quantum Bridge Holdings,2021,M_USD,10.585,13_inventories,inventories,inventories,Quantum Bridge Holdings,2021,M_USD,4.34,13_short_term_investments,short_term_investments,short term investments,Quantum Bridge Holdings,2021,M_USD,9.002,13_capex,capex,capex,Quantum Bridge Holdings,2021,M_USD,1.944,,,,,,,
38,4,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. state the longterm assets for Pacific Crest Energy in 2022",state the longterm assets for Pacific Crest Energy in 2022,unit_scale_change,,longterm_assets,"{""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""50_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""50_cash"", ""depth"": 0}, ""right"": {""leaf"": ""50_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""50_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""50_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}","{""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}",202526.0,4,0,4,451665908,867196763,147638620,0.475,0,1,5,50_total_assets,total_assets,total assets,Pacific Crest Energy,2022,M_USD,298.285,50_cash,cash,cash,Pacific Crest Energy,2022,M_USD,53.69,50_accounts_receivable,accounts_receivable,accounts receivable,Pacific Crest Energy,2022,M_USD,10.261,50_inventories,inventories,inventories,Pacific Crest Energy,2022,M_USD,3.373,50_short_term_investments,short_term_investments,short term investments,Pacific Crest Energy,2022,M_USD,28.435,,,,,,,
38,3,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. what does the following give: current assets for Crimson Pharmaceuticals in 2023 ?",what does the following give: current assets for Crimson Pharmaceuticals in 2023 ?,unit_scale_change,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""87_cash"", ""depth"": 0}, ""right"": {""leaf"": ""87_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""87_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""87_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",255431.99999999997,3,0,3,179191159,690971013,147638620,0.25,0,1,4,87_cash,cash,cash,Crimson Pharmaceuticals,2023,M_USD,158.784,87_accounts_receivable,accounts_receivable,accounts receivable,Crimson Pharmaceuticals,2023,M_USD,30.873,87_inventories,inventories,inventories,Crimson Pharmaceuticals,2023,M_USD,17.26,87_short_term_investments,short_term_investments,short term investments,Crimson Pharmaceuticals,2023,M_USD,48.515,,,,,,,,,,,,,,
38,1,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. which value corresponds to the longterm liabilities for Helix BioSciences in 2023 ?",which value corresponds to the longterm liabilities for Helix BioSciences in 2023 ?,unit_scale_change,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""75_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""75_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",77835.0,2,0,1,852057483,371319192,147638620,0.431,0,1,2,75_total_liabilities,total_liabilities,total liabilities,Helix BioSciences,2023,M_USD,132.261,75_current_liabilities,current_liabilities,current liabilities,Helix BioSciences,2023,M_USD,54.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. State the longterm liabilities for Pacific Crest Energy in 2022",State the longterm liabilities for Pacific Crest Energy in 2022,unit_scale_change,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""50_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""50_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",114281.99999999999,4,0,1,148459222,198383320,147638620,0.377,0,1,2,50_total_liabilities,total_liabilities,total liabilities,Pacific Crest Energy,2022,M_USD,174.646,50_current_liabilities,current_liabilities,current liabilities,Pacific Crest Energy,2022,M_USD,60.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. which result follows from the gross profit for Ironclad Manufacturing in 2024 ?",which result follows from the gross profit for Ironclad Manufacturing in 2024 ?,unit_scale_change,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""40_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""40_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",308149.0,4,0,1,137475357,382242880,147638620,0.365,0,1,2,40_revenue,revenue,revenue,Ironclad Manufacturing,2024,M_USD,461.322,40_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Ironclad Manufacturing,2024,M_USD,153.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. State the gross profit for Pinnacle Health Group in 2023",State the gross profit for Pinnacle Health Group in 2023,unit_scale_change,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""33_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""33_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",9679.0,2,0,1,478348381,399740595,147638620,0.544,0,1,2,33_revenue,revenue,revenue,Pinnacle Health Group,2023,M_USD,19.203,33_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Pinnacle Health Group,2023,M_USD,9.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,3,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. May you give the current assets for NovaStar Technologies in 2023",May you give the current assets for NovaStar Technologies in 2023,unit_scale_change,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""21_cash"", ""depth"": 0}, ""right"": {""leaf"": ""21_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""21_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""21_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",159103.99999999997,2,0,3,322348818,677658556,147638620,0.29,0,1,4,21_cash,cash,cash,NovaStar Technologies,2023,M_USD,78.005,21_accounts_receivable,accounts_receivable,accounts receivable,NovaStar Technologies,2023,M_USD,17.765,21_inventories,inventories,inventories,NovaStar Technologies,2023,M_USD,8.748,21_short_term_investments,short_term_investments,short term investments,NovaStar Technologies,2023,M_USD,54.586,,,,,,,,,,,,,,
39,1,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. What do we obtain as the gross profit for Cobalt Semiconductor in 2024 ?",What do we obtain as the gross profit for Cobalt Semiconductor in 2024 ?,unit_scale_change,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""70_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""70_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",21883.000000000004,3,0,1,491038282,229674160,147638620,0.563,0,1,2,70_revenue,revenue,revenue,Cobalt Semiconductor,2024,M_USD,52.725,70_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Cobalt Semiconductor,2024,M_USD,30.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. you should give the gross profit for Cobalt Semiconductor in 2021.",you should give the gross profit for Cobalt Semiconductor in 2021.,unit_scale_change,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""67_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""67_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",24795.0,4,0,1,410054184,965569641,147638620,0.521,0,1,2,67_revenue,revenue,revenue,Cobalt Semiconductor,2021,M_USD,52.817,67_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Cobalt Semiconductor,2021,M_USD,28.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. What does the following give: gross profit for Helix BioSciences in 2020?",What does the following give: gross profit for Helix BioSciences in 2020?,unit_scale_change,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""72_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""72_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",69721.99999999999,2,0,1,721711314,229165052,147638620,0.416,0,1,2,72_revenue,revenue,revenue,Helix BioSciences,2020,M_USD,214.045,72_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Helix BioSciences,2020,M_USD,144.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,3,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. determine the current assets for Pinnacle Health Group in 2024 .",determine the current assets for Pinnacle Health Group in 2024 .,unit_scale_change,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""34_cash"", ""depth"": 0}, ""right"": {""leaf"": ""34_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""34_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""34_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",9579.0,3,0,3,650485773,271314882,147638620,0.126,0,1,4,34_cash,cash,cash,Pinnacle Health Group,2024,M_USD,3.962,34_accounts_receivable,accounts_receivable,accounts receivable,Pinnacle Health Group,2024,M_USD,2.682,34_inventories,inventories,inventories,Pinnacle Health Group,2024,M_USD,1.096,34_short_term_investments,short_term_investments,short term investments,Pinnacle Health Group,2024,M_USD,1.839,,,,,,,,,,,,,,
53,2,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. Whats the value of the difference between gross profit and longterm liabilities for ClearPath Logistics in 2022 ?",Whats the value of the difference between gross profit and longterm liabilities for ClearPath Logistics in 2022 ?,unit_scale_change,,"diff(gross_profit, longterm_liabilities)","{""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""80_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""80_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""80_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""80_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""depth"": 2}","{""op"": ""diff"", ""left"": {""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}, ""right"": {""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",56958.00000000003,4,1,2,764858892,433480062,147638620,0.548,1,2,4,80_revenue,revenue,revenue,ClearPath Logistics,2022,M_USD,567.176,80_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,ClearPath Logistics,2022,M_USD,372.136,80_total_liabilities,total_liabilities,total liabilities,ClearPath Logistics,2022,M_USD,201.28,80_current_liabilities,current_liabilities,current liabilities,ClearPath Logistics,2022,M_USD,63.198,,,,,,,,,,,,,,
53,3,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. What's the value of the current assets for Atlas Global Industries in 2021?",What's the value of the current assets for Atlas Global Industries in 2021?,unit_scale_change,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""25_cash"", ""depth"": 0}, ""right"": {""leaf"": ""25_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""25_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""25_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",47359.00000000001,2,0,3,814790865,862374893,147638620,0.326,0,1,4,25_cash,cash,cash,Atlas Global Industries,2021,M_USD,24.706,25_accounts_receivable,accounts_receivable,accounts receivable,Atlas Global Industries,2021,M_USD,7.753,25_inventories,inventories,inventories,Atlas Global Industries,2021,M_USD,4.731,25_short_term_investments,short_term_investments,short term investments,Atlas Global Industries,2021,M_USD,10.169,,,,,,,,,,,,,,
53,1,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. May you calculate the longterm liabilities for NovaStar Technologies in 2022 ?",May you calculate the longterm liabilities for NovaStar Technologies in 2022 ?,unit_scale_change,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""20_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""20_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",79960.00000000001,2,0,1,469477677,576563820,147638620,0.145,0,1,2,20_total_liabilities,total_liabilities,total liabilities,NovaStar Technologies,2022,M_USD,116.964,20_current_liabilities,current_liabilities,current liabilities,NovaStar Technologies,2022,M_USD,37.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. what's the value of the gross profit for Atlas Global Industries in 2023",what's the value of the gross profit for Atlas Global Industries in 2023,unit_scale_change,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""27_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""27_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",56416.0,2,0,1,143009288,796058410,147638620,0.388,0,1,2,27_revenue,revenue,revenue,Atlas Global Industries,2023,M_USD,89.374,27_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Atlas Global Industries,2023,M_USD,32.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,3,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. you should calculate the current assets for Titan Consumer Brands in 2020",you should calculate the current assets for Titan Consumer Brands in 2020,unit_scale_change,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""60_cash"", ""depth"": 0}, ""right"": {""leaf"": ""60_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""60_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""60_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",243881.0,2,0,3,404298599,399482330,147638620,0.399,0,1,4,60_cash,cash,cash,Titan Consumer Brands,2020,M_USD,126.394,60_accounts_receivable,accounts_receivable,accounts receivable,Titan Consumer Brands,2020,M_USD,32.678,60_inventories,inventories,inventories,Titan Consumer Brands,2020,M_USD,12.797,60_short_term_investments,short_term_investments,short term investments,Titan Consumer Brands,2020,M_USD,72.012,,,,,,,,,,,,,,
55,2,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. what do we obtain as the difference between gross profit and non operating expenses for Crimson Pharmaceuticals in 2020",what do we obtain as the difference between gross profit and non operating expenses for Crimson Pharmaceuticals in 2020,unit_scale_change,,"diff(gross_profit, 84_non_operating_expenses)","{""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""84_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""84_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""84_non_operating_expenses"", ""depth"": 0}, ""depth"": 2}","{""op"": ""diff"", ""left"": {""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",198421.0,4,1,2,531565644,90171407,147638620,0.587,1,2,3,84_revenue,revenue,revenue,Crimson Pharmaceuticals,2020,M_USD,463.236,84_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Crimson Pharmaceuticals,2020,M_USD,204.759,84_non_operating_expenses,non_operating_expenses,non operating expenses,Crimson Pharmaceuticals,2020,M_USD,60.056,,,,,,,,,,,,,,,,,,,,,
55,3,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. which result follows from the current assets for Ironclad Manufacturing in 2025?",which result follows from the current assets for Ironclad Manufacturing in 2025?,unit_scale_change,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""41_cash"", ""depth"": 0}, ""right"": {""leaf"": ""41_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""41_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""41_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",298268.0,2,0,3,424969238,617864938,147638620,0.327,0,1,4,41_cash,cash,cash,Ironclad Manufacturing,2025,M_USD,109.521,41_accounts_receivable,accounts_receivable,accounts receivable,Ironclad Manufacturing,2025,M_USD,54.234,41_inventories,inventories,inventories,Ironclad Manufacturing,2025,M_USD,36.674,41_short_term_investments,short_term_investments,short term investments,Ironclad Manufacturing,2025,M_USD,97.839,,,,,,,,,,,,,,
55,1,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. What do we obtain as the longterm liabilities for Crimson Pharmaceuticals in 2022?",What do we obtain as the longterm liabilities for Crimson Pharmaceuticals in 2022?,unit_scale_change,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""86_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""86_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",170585.00000000003,2,0,1,499270608,777699369,147638620,0.476,0,1,2,86_total_liabilities,total_liabilities,total liabilities,Crimson Pharmaceuticals,2022,M_USD,292.999,86_current_liabilities,current_liabilities,current liabilities,Crimson Pharmaceuticals,2022,M_USD,122.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,4,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. what would be the sum of the maximum of total assets for Cobalt Semiconductor using values from 2022 through 2025 and longterm liabilities for Cobalt Semiconductor in 2020?",what would be the sum of the maximum of total assets for Cobalt Semiconductor using values from 2022 through 2025 and longterm liabilities for Cobalt Semiconductor in 2020?,unit_scale_change,,"sum(max(max(max(68_total_assets, 69_total_assets), 70_total_assets), 71_total_assets), longterm_liabilities)","{""op"": ""sum"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""68_total_assets"", ""depth"": 0}, ""right"": {""leaf"": ""69_total_assets"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""70_total_assets"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""71_total_assets"", ""depth"": 0}, ""depth"": 3}, ""right"": {""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""66_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""66_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""depth"": 4}","{""op"": ""sum"", ""left"": {""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}, ""right"": {""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",115740.00000000001,3,1,4,677196852,335507162,147638620,0.321,1,2,6,68_total_assets,total_assets,total assets,Cobalt Semiconductor,2022,M_USD,57.651,69_total_assets,total_assets,total assets,Cobalt Semiconductor,2023,M_USD,65.727,70_total_assets,total_assets,total assets,Cobalt Semiconductor,2024,M_USD,73.095,71_total_assets,total_assets,total assets,Cobalt Semiconductor,2025,M_USD,51.658,66_total_liabilities,total_liabilities,total liabilities,Cobalt Semiconductor,2020,M_USD,57.819,66_current_liabilities,current_liabilities,current liabilities,Cobalt Semiconductor,2020,M_USD,15.174
