question_id,depth,question,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value,leaf_7_key,leaf_7_concept,leaf_7_label,leaf_7_entity,leaf_7_period,leaf_7_unit,leaf_7_value,leaf_8_key,leaf_8_concept,leaf_8_label,leaf_8_entity,leaf_8_period,leaf_8_unit,leaf_8_value,leaf_9_key,leaf_9_concept,leaf_9_label,leaf_9_entity,leaf_9_period,leaf_9_unit,leaf_9_value,leaf_10_key,leaf_10_concept,leaf_10_label,leaf_10_entity,leaf_10_period,leaf_10_unit,leaf_10_value,leaf_11_key,leaf_11_concept,leaf_11_label,leaf_11_entity,leaf_11_period,leaf_11_unit,leaf_11_value,leaf_12_key,leaf_12_concept,leaf_12_label,leaf_12_entity,leaf_12_period,leaf_12_unit,leaf_12_value,leaf_13_key,leaf_13_concept,leaf_13_label,leaf_13_entity,leaf_13_period,leaf_13_unit,leaf_13_value,leaf_14_key,leaf_14_concept,leaf_14_label,leaf_14_entity,leaf_14_period,leaf_14_unit,leaf_14_value,leaf_15_key,leaf_15_concept,leaf_15_label,leaf_15_entity,leaf_15_period,leaf_15_unit,leaf_15_value,leaf_16_key,leaf_16_concept,leaf_16_label,leaf_16_entity,leaf_16_period,leaf_16_unit,leaf_16_value,leaf_17_key,leaf_17_concept,leaf_17_label,leaf_17_entity,leaf_17_period,leaf_17_unit,leaf_17_value,leaf_18_key,leaf_18_concept,leaf_18_label,leaf_18_entity,leaf_18_period,leaf_18_unit,leaf_18_value,leaf_19_key,leaf_19_concept,leaf_19_label,leaf_19_entity,leaf_19_period,leaf_19_unit,leaf_19_value
27,4,which value corresponds to the longterm assets for Helix BioSciences in 2022 ?,longterm_assets,"{""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""74_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""74_cash"", ""depth"": 0}, ""right"": {""leaf"": ""74_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""74_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""74_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}","{""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}",226620.0,3,0,4,578606677,374052930,470230362,0.532,0,1,5,74_total_assets,total_assets,total assets,Helix BioSciences,2022,M_USD,357136.0,74_cash,cash,cash,Helix BioSciences,2022,M_USD,62300.0,74_accounts_receivable,accounts_receivable,accounts receivable,Helix BioSciences,2022,M_USD,29904.0,74_inventories,inventories,inventories,Helix BioSciences,2022,M_USD,18073.0,74_short_term_investments,short_term_investments,short term investments,Helix BioSciences,2022,M_USD,20239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,4,which quantity is given by the the minimum of capex for Meridian Systems Inc using values from 2021 through 2025,"min(min(min(min(7_capex, 8_capex), 9_capex), 10_capex), 11_capex)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""7_capex"", ""depth"": 0}, ""right"": {""leaf"": ""8_capex"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""9_capex"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""10_capex"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""11_capex"", ""depth"": 0}, ""depth"": 4}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",5088.0,4,0,4,100892240,482509469,470230362,0.216,0,1,5,7_capex,capex,capex,Meridian Systems Inc,2021,M_USD,10099.0,8_capex,capex,capex,Meridian Systems Inc,2022,M_USD,9026.0,9_capex,capex,capex,Meridian Systems Inc,2023,M_USD,5088.0,10_capex,capex,capex,Meridian Systems Inc,2024,M_USD,16862.0,11_capex,capex,capex,Meridian Systems Inc,2025,M_USD,6556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,4,What's the value of the the minimum of short term investments for ClearPath Logistics using values from 2021 through 2025 ?,"min(min(min(min(79_short_term_investments, 80_short_term_investments), 81_short_term_investments), 82_short_term_investments), 83_short_term_investments)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""79_short_term_investments"", ""depth"": 0}, ""right"": {""leaf"": ""80_short_term_investments"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""81_short_term_investments"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""82_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""83_short_term_investments"", ""depth"": 0}, ""depth"": 4}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",10537.0,3,0,4,949022962,879593810,470230362,0.589,0,1,5,79_short_term_investments,short_term_investments,short term investments,ClearPath Logistics,2021,M_USD,72945.0,80_short_term_investments,short_term_investments,short term investments,ClearPath Logistics,2022,M_USD,10537.0,81_short_term_investments,short_term_investments,short term investments,ClearPath Logistics,2023,M_USD,54949.0,82_short_term_investments,short_term_investments,short term investments,ClearPath Logistics,2024,M_USD,68378.0,83_short_term_investments,short_term_investments,short term investments,ClearPath Logistics,2025,M_USD,77316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0,May you give the short term investments for NovaStar Technologies in 2020,18_short_term_investments,"{""leaf"": ""18_short_term_investments"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",12753.0,3,0,0,202867911,939106170,470230362,0.449,0,1,1,18_short_term_investments,short_term_investments,short term investments,NovaStar Technologies,2020,M_USD,12753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0,what is the value of the accounts receivable for Apex Dynamics Corp in 2021,1_accounts_receivable,"{""leaf"": ""1_accounts_receivable"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",6150.0,4,0,0,258587735,78964541,470230362,0.547,0,1,1,1_accounts_receivable,accounts_receivable,accounts receivable,Apex Dynamics Corp,2021,M_USD,6150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,3,What is the value of the average dividends paid for Apex Dynamics Corp across years 2023 through 2025,"ratio(sum(sum(3_dividends_paid, 4_dividends_paid), 5_dividends_paid), 3.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""3_dividends_paid"", ""depth"": 0}, ""right"": {""leaf"": ""4_dividends_paid"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""5_dividends_paid"", ""depth"": 0}, ""depth"": 2}, ""right"": {""literal"": 3.0, ""depth"": 0}, ""depth"": 3}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",1361.0,4,0,3,332737474,98296746,470230362,0.505,0,1,3,3_dividends_paid,dividends_paid,dividends paid,Apex Dynamics Corp,2023,M_USD,3250.0,4_dividends_paid,dividends_paid,dividends paid,Apex Dynamics Corp,2024,M_USD,0.0,5_dividends_paid,dividends_paid,dividends paid,Apex Dynamics Corp,2025,M_USD,833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0,State the inventories for Pinnacle Health Group in 2025.,35_inventories,"{""leaf"": ""35_inventories"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",1123.0,1,0,0,647563613,529776452,470230362,0.287,0,1,1,35_inventories,inventories,inventories,Pinnacle Health Group,2025,M_USD,1123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,3,which quantity is given by the sum of the minimum of cash for Ironclad Manufacturing using values from 2020 through 2022 and the maximum of total liabilities for Ironclad Manufacturing using values from 2024 through 2025,"sum(min(min(36_cash, 37_cash), 38_cash), max(40_total_liabilities, 41_total_liabilities))","{""op"": ""sum"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""36_cash"", ""depth"": 0}, ""right"": {""leaf"": ""37_cash"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""38_cash"", ""depth"": 0}, ""depth"": 2}, ""right"": {""op"": ""max"", ""left"": {""leaf"": ""40_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""41_total_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 3}","{""op"": ""sum"", ""left"": {""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}, ""right"": {""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",561953.0,4,1,3,666168206,610426937,470230362,0.553,1,2,5,36_cash,cash,cash,Ironclad Manufacturing,2020,M_USD,49146.0,37_cash,cash,cash,Ironclad Manufacturing,2021,M_USD,9253.0,38_cash,cash,cash,Ironclad Manufacturing,2022,M_USD,139886.0,40_total_liabilities,total_liabilities,total liabilities,Ironclad Manufacturing,2024,M_USD,325873.0,41_total_liabilities,total_liabilities,total liabilities,Ironclad Manufacturing,2025,M_USD,552700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,3,what does the following give: difference between non operating expenses and sum of gross profit and gross profit for Helix BioSciences in 2025 ?,"diff(77_non_operating_expenses, sum(gross_profit, gross_profit))","{""op"": ""diff"", ""left"": {""leaf"": ""77_non_operating_expenses"", ""depth"": 0}, ""right"": {""op"": ""sum"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""77_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""77_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""77_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""77_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""depth"": 2}, ""depth"": 3}","{""op"": ""diff"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""op"": ""sum"", ""left"": {""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}, ""right"": {""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}",-178955.0,3,2,3,795425325,271611934,470230362,0.523,2,3,5,77_non_operating_expenses,non_operating_expenses,non operating expenses,Helix BioSciences,2025,M_USD,46063.0,77_revenue,revenue,revenue,Helix BioSciences,2025,M_USD,334919.0,77_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Helix BioSciences,2025,M_USD,222410.0,77_revenue,revenue,revenue,Helix BioSciences,2025,M_USD,334919.0,77_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Helix BioSciences,2025,M_USD,222410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0,Which quantity is given by the short term investments for Ironclad Manufacturing in 2022 ?,38_short_term_investments,"{""leaf"": ""38_short_term_investments"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",88430.0,4,0,0,894701161,153726153,470230362,0.455,0,1,1,38_short_term_investments,short_term_investments,short term investments,Ironclad Manufacturing,2022,M_USD,88430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,3,which result follows from the the maximum of capex for Ironclad Manufacturing using values from 2021 through 2024,"max(max(max(37_capex, 38_capex), 39_capex), 40_capex)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""37_capex"", ""depth"": 0}, ""right"": {""leaf"": ""38_capex"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""39_capex"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""40_capex"", ""depth"": 0}, ""depth"": 3}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",34133.0,3,0,3,839992109,480989419,470230362,0.447,0,1,4,37_capex,capex,capex,Ironclad Manufacturing,2021,M_USD,30284.0,38_capex,capex,capex,Ironclad Manufacturing,2022,M_USD,34133.0,39_capex,capex,capex,Ironclad Manufacturing,2023,M_USD,22891.0,40_capex,capex,capex,Ironclad Manufacturing,2024,M_USD,11427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,4,You should calculate the sum of the maximum of short term investments for Titan Consumer Brands using values from 2022 through 2023 and sum of longterm liabilities for Titan Consumer Brands in 2025 and result of non operating expenses for Titan Consumer Brands in 2025 scaled by growth in revenue for Titan Consumer Brands from 2020 to 2023 .,"sum(max(62_short_term_investments, 63_short_term_investments), sum(longterm_liabilities, mul(65_non_operating_expenses, growth(60_revenue, 63_revenue))))","{""op"": ""sum"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""62_short_term_investments"", ""depth"": 0}, ""right"": {""leaf"": ""63_short_term_investments"", ""depth"": 0}, ""depth"": 1}, ""right"": {""op"": ""sum"", ""left"": {""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""65_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""65_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""op"": ""mul"", ""left"": {""leaf"": ""65_non_operating_expenses"", ""depth"": 0}, ""right"": {""op"": ""growth"", ""left"": {""leaf"": ""60_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""63_revenue"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}, ""depth"": 3}, ""depth"": 4}","{""op"": ""sum"", ""left"": {""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}, ""right"": {""op"": ""sum"", ""left"": {""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}, ""right"": {""op"": ""mul"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""op"": ""growth"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}, ""depth"": 3, ""kind"": ""node""}, ""depth"": 4, ""kind"": ""node""}",280932.61764574156,4,4,4,343961583,467900510,470230362,0.342,4,5,7,62_short_term_investments,short_term_investments,short term investments,Titan Consumer Brands,2022,M_USD,58523.0,63_short_term_investments,short_term_investments,short term investments,Titan Consumer Brands,2023,M_USD,21435.0,65_total_liabilities,total_liabilities,total liabilities,Titan Consumer Brands,2025,M_USD,347347.0,65_current_liabilities,current_liabilities,current liabilities,Titan Consumer Brands,2025,M_USD,117318.0,65_non_operating_expenses,non_operating_expenses,non operating expenses,Titan Consumer Brands,2025,M_USD,89159.0,60_revenue,revenue,revenue,Titan Consumer Brands,2020,M_USD,428824.0,63_revenue,revenue,revenue,Titan Consumer Brands,2023,M_USD,468895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0,What does the following give: operating expenses for Helix BioSciences in 2022 ?,74_operating_expenses,"{""leaf"": ""74_operating_expenses"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",14463.0,2,0,0,897354335,524542786,470230362,0.306,0,1,1,74_operating_expenses,operating_expenses,operating expenses,Helix BioSciences,2022,M_USD,14463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,3,evaluate the the minimum of non operating expenses for Titan Consumer Brands using values from 2020 through 2023,"min(min(min(60_non_operating_expenses, 61_non_operating_expenses), 62_non_operating_expenses), 63_non_operating_expenses)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""60_non_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""61_non_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""62_non_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""63_non_operating_expenses"", ""depth"": 0}, ""depth"": 3}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",32313.0,1,0,3,503895807,139484844,470230362,0.406,0,1,4,60_non_operating_expenses,non_operating_expenses,non operating expenses,Titan Consumer Brands,2020,M_USD,32313.0,61_non_operating_expenses,non_operating_expenses,non operating expenses,Titan Consumer Brands,2021,M_USD,103533.0,62_non_operating_expenses,non_operating_expenses,non operating expenses,Titan Consumer Brands,2022,M_USD,98672.0,63_non_operating_expenses,non_operating_expenses,non operating expenses,Titan Consumer Brands,2023,M_USD,67921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0,determine the cost of goods sold for Quantum Bridge Holdings in 2023,15_cost_of_goods_sold,"{""leaf"": ""15_cost_of_goods_sold"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",28498.0,1,0,0,859959682,726466800,470230362,0.182,0,1,1,15_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Quantum Bridge Holdings,2023,M_USD,28498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2,may you calculate the difference between accounts receivable and sum of dividends paid and total assets for NovaStar Technologies in 2023,"diff(21_accounts_receivable, sum(21_dividends_paid, 21_total_assets))","{""op"": ""diff"", ""left"": {""leaf"": ""21_accounts_receivable"", ""depth"": 0}, ""right"": {""op"": ""sum"", ""left"": {""leaf"": ""21_dividends_paid"", ""depth"": 0}, ""right"": {""leaf"": ""21_total_assets"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}","{""op"": ""diff"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""op"": ""sum"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}",-508547.0,2,2,2,957502365,213816050,470230362,0.223,2,3,3,21_accounts_receivable,accounts_receivable,accounts receivable,NovaStar Technologies,2023,M_USD,17765.0,21_dividends_paid,dividends_paid,dividends paid,NovaStar Technologies,2023,M_USD,877.0,21_total_assets,total_assets,total assets,NovaStar Technologies,2023,M_USD,525435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2,What would be the the maximum of total equity for Cobalt Semiconductor using values from 2020 through 2022?,"max(max(66_total_equity, 67_total_equity), 68_total_equity)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""66_total_equity"", ""depth"": 0}, ""right"": {""leaf"": ""67_total_equity"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""68_total_equity"", ""depth"": 0}, ""depth"": 2}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",20346.0,2,0,2,799139688,208456216,470230362,0.171,0,1,3,66_total_equity,total_equity,total equity,Cobalt Semiconductor,2020,M_USD,20346.0,67_total_equity,total_equity,total equity,Cobalt Semiconductor,2021,M_USD,19173.0,68_total_equity,total_equity,total equity,Cobalt Semiconductor,2022,M_USD,18575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,May you calculate the current liabilities for NovaStar Technologies in 2022,20_current_liabilities,"{""leaf"": ""20_current_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",37004.0,4,0,0,763208981,55015042,470230362,0.38,0,1,1,20_current_liabilities,current_liabilities,current liabilities,NovaStar Technologies,2022,M_USD,37004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1,Calculate the sum of dividends paid and non operating expenses for SilverLine Retail Inc in 2021 .,"sum(43_dividends_paid, 43_non_operating_expenses)","{""op"": ""sum"", ""left"": {""leaf"": ""43_dividends_paid"", ""depth"": 0}, ""right"": {""leaf"": ""43_non_operating_expenses"", ""depth"": 0}, ""depth"": 1}","{""op"": ""sum"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",146482.0,1,1,1,721733206,587847669,470230362,0.451,1,2,2,43_dividends_paid,dividends_paid,dividends paid,SilverLine Retail Inc,2021,M_USD,15205.0,43_non_operating_expenses,non_operating_expenses,non operating expenses,SilverLine Retail Inc,2021,M_USD,131277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1,what does the following give: sum of cost of goods sold and current liabilities for Crimson Pharmaceuticals in 2022,"sum(86_cost_of_goods_sold, 86_current_liabilities)","{""op"": ""sum"", ""left"": {""leaf"": ""86_cost_of_goods_sold"", ""depth"": 0}, ""right"": {""leaf"": ""86_current_liabilities"", ""depth"": 0}, ""depth"": 1}","{""op"": ""sum"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",353703.0,3,1,1,851745761,655570435,470230362,0.466,1,2,2,86_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Crimson Pharmaceuticals,2022,M_USD,231289.0,86_current_liabilities,current_liabilities,current liabilities,Crimson Pharmaceuticals,2022,M_USD,122414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1,what would be the the maximum of total liabilities for ClearPath Logistics using values from 2023 through 2024?,"max(81_total_liabilities, 82_total_liabilities)","{""op"": ""max"", ""left"": {""leaf"": ""81_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""82_total_liabilities"", ""depth"": 0}, ""depth"": 1}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",516675.0,4,0,1,452945963,763606607,470230362,0.188,0,1,2,81_total_liabilities,total_liabilities,total liabilities,ClearPath Logistics,2023,M_USD,250645.0,82_total_liabilities,total_liabilities,total liabilities,ClearPath Logistics,2024,M_USD,516675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
