id,company,depth,operation,expression,question,answer,answer_formatted,result_type,computation_trace
FQ-00097,Pacific Crest Energy,2,ratio,"ratio((long_term_debt_2022 × accounts_receivable_2022), net_income_2024)","For Pacific Crest Energy, what is the result of computing ratio((long_term_debt_2022 × accounts_receivable_2022), net_income_2024)? Specifically, evaluate the sub-expression first, then apply the outer operation.",20271.6146,20271.6146,ratio,(long_term_debt_2022(122064) × accounts_receivable_2022(20117) = 2455561488) / (net_income_2024 = 121133) = 20271.6146
FQ-00098,Orion Financial Group,1,add,(total_liabilities_2024 + total_equity_2024),What is the sum of total liabilities and total stockholders' equity for Orion Financial Group for fiscal year 2024?,353935,353935,numeric,total_liabilities_2024(247662) + total_equity_2024(106273) = 353935
FQ-00099,Pinnacle Health Group,0,,gross_profit_2023,What was the gross profit reported by Pinnacle Health Group for the fiscal year ending 2023?,38819,38819,numeric,gross_profit_2023 = 38819
FQ-00100,ClearPath Logistics,1,less_than,(dividends_paid_2024 < operating_income_2022),Is cash dividends paid strictly less than operating income for ClearPath Logistics from fiscal year 2024 to fiscal year 2022?,True,Yes,boolean,dividends_paid_2024(6851) < operating_income_2022(99638) → True
FQ-00101,Meridian Systems Inc,1,ratio,"ratio(total_assets_2022, gross_profit_2022)",What is the ratio of total assets to gross profit for Meridian Systems Inc for fiscal year 2022?,4.7331,4.7331,ratio,total_assets_2022(1040528) / gross_profit_2022(219840) = 4.7331
FQ-00102,ClearPath Logistics,2,subtract,"(Δ(cost_of_goods_sold, 2022→2024) - dividends_paid_2022)","For ClearPath Logistics, what is the result of computing (Δ(cost_of_goods_sold, 2022→2024) - dividends_paid_2022)? Specifically, evaluate the sub-expression first, then apply the outer operation.",-39090,-39090,numeric,(Δ = cost_of_goods_sold_2024(82725) - cost_of_goods_sold_2022(117962) = -35237) - (dividends_paid_2022 = 3853) = -39090
FQ-00103,ClearPath Logistics,1,greater_equal,(revenue_2023 ≥ accounts_receivable_2024),Is total revenue greater than or equal to net accounts receivable for ClearPath Logistics from fiscal year 2023 to fiscal year 2024?,True,Yes,boolean,revenue_2023(221371) ≥ accounts_receivable_2024(23875) → True
FQ-00104,SilverLine Retail Inc,1,equals,(accounts_receivable_2023 = shares_outstanding_2022),Is the net accounts receivable equal to total shares outstanding for SilverLine Retail Inc?,False,No,boolean,accounts_receivable_2023(17861) = shares_outstanding_2022(4960) → False
FQ-00105,Meridian Systems Inc,2,greater_than,((inventories_2022 - revenue_2023) > revenue_2023),"For Meridian Systems Inc, what is the result of computing ((inventories_2022 - revenue_2023) > revenue_2023)? Specifically, evaluate the sub-expression first, then apply the outer operation.",False,No,boolean,(inventories_2022(38398) - revenue_2023(611174) = -572776) > (revenue_2023 = 611174) → False
FQ-00106,Pacific Crest Energy,2,divide,"(ratio(revenue_2024, revenue_2023) ÷ accounts_receivable_2023)","For Pacific Crest Energy, what is the result of computing (ratio(revenue_2024, revenue_2023) ÷ accounts_receivable_2023)? Specifically, evaluate the sub-expression first, then apply the outer operation.",0.0,0.00,numeric,(revenue_2024(388392) / revenue_2023(341369) = 1.1377) / (accounts_receivable_2023 = 44612) = 0.0
FQ-00107,Crimson Pharmaceuticals,2,ratio,"ratio((operating_income_2023 + gross_profit_2024), total_liabilities_2024)","For Crimson Pharmaceuticals, what is the result of computing ratio((operating_income_2023 + gross_profit_2024), total_liabilities_2024)? Specifically, evaluate the sub-expression first, then apply the outer operation.",3.8934,3.8934,ratio,(operating_income_2023(123338) + gross_profit_2024(199823) = 323161) / (total_liabilities_2024 = 83003) = 3.8934
FQ-00108,SilverLine Retail Inc,1,less_than,(accounts_receivable_2024 < operating_income_2023),Is net accounts receivable strictly less than operating income for SilverLine Retail Inc from fiscal year 2024 to fiscal year 2023?,True,Yes,boolean,accounts_receivable_2024(24720) < operating_income_2023(80484) → True
FQ-00109,Apex Dynamics Corp,1,equals,(revenue_2023 = dividends_paid_2023),Is the total revenue equal to cash dividends paid for Apex Dynamics Corp?,False,No,boolean,revenue_2023(78857) = dividends_paid_2023(3269) → False
FQ-00110,Cobalt Semiconductor,0,,capex_2022,What was the capital expenditures reported by Cobalt Semiconductor for the fiscal year ending 2022?,14580,14580,numeric,capex_2022 = 14580
FQ-00111,Quantum Bridge Holdings,1,less_equal,(accounts_receivable_2024 ≤ cash_2022),Is net accounts receivable less than or equal to cash and cash equivalents for Quantum Bridge Holdings from fiscal year 2024 to fiscal year 2022?,False,No,boolean,accounts_receivable_2024(19369) ≤ cash_2022(7976) → False
FQ-00112,Ironclad Manufacturing,2,greater_than,((total_assets_2023 - total_equity_2024) > total_assets_2024),"For Ironclad Manufacturing, what is the result of computing ((total_assets_2023 - total_equity_2024) > total_assets_2024)? Specifically, evaluate the sub-expression first, then apply the outer operation.",False,No,boolean,(total_assets_2023(307988) - total_equity_2024(140108) = 167880) > (total_assets_2024 = 546259) → False
FQ-00113,ClearPath Logistics,1,ratio,"ratio(cost_of_goods_sold_2023, revenue_2022)",What is the ratio of cost of goods sold to total revenue for ClearPath Logistics from fiscal year 2023 to fiscal year 2022?,0.3137,0.3137,ratio,cost_of_goods_sold_2023(72352) / revenue_2022(230637) = 0.3137
FQ-00114,Titan Consumer Brands,1,not_equals,(dividends_paid_2023 ≠ stock_price_2024),Is the cash dividends paid different from closing stock price for Titan Consumer Brands?,True,Yes,boolean,dividends_paid_2023(3521) ≠ stock_price_2024(394.55) → True
FQ-00115,Quantum Bridge Holdings,1,not_equals,(total_liabilities_2023 ≠ net_income_2022),Is the total liabilities different from net income for Quantum Bridge Holdings?,True,Yes,boolean,total_liabilities_2023(207867) ≠ net_income_2022(75911) → True
FQ-00116,Meridian Systems Inc,1,greater_than,(revenue_2024 > total_assets_2022),Is total revenue strictly greater than total assets for Meridian Systems Inc from fiscal year 2024 to fiscal year 2022?,False,No,boolean,revenue_2024(577837) > total_assets_2022(1040528) → False
FQ-00117,SilverLine Retail Inc,2,divide,"(ratio(dividends_paid_2022, long_term_debt_2022) ÷ cash_2024)","For SilverLine Retail Inc, what is the result of computing (ratio(dividends_paid_2022, long_term_debt_2022) ÷ cash_2024)? Specifically, evaluate the sub-expression first, then apply the outer operation.",0.0,0.00,numeric,(dividends_paid_2022(9226) / long_term_debt_2022(219792) = 0.042) / (cash_2024 = 25915) = 0.0
FQ-00118,Helix BioSciences,1,add,(current_liabilities_2022 + accounts_receivable_2022),What is the sum of total current liabilities and net accounts receivable for Helix BioSciences for fiscal year 2022?,151182,151182,numeric,current_liabilities_2022(136086) + accounts_receivable_2022(15096) = 151182
FQ-00119,Atlas Global Industries,0,,long_term_debt_2024,What was the long-term debt reported by Atlas Global Industries for the fiscal year ending 2024?,223115,223115,numeric,long_term_debt_2024 = 223115
FQ-00120,Pinnacle Health Group,2,ratio,"ratio((long_term_debt_2024 ÷ operating_expenses_2023), gross_profit_2023)","For Pinnacle Health Group, what is the result of computing ratio((long_term_debt_2024 ÷ operating_expenses_2023), gross_profit_2023)? Specifically, evaluate the sub-expression first, then apply the outer operation.",0.0001,0.0001,ratio,(long_term_debt_2024(28435) / operating_expenses_2023(9625) = 2.9543) / (gross_profit_2023 = 38819) = 0.0001
FQ-00121,Orion Financial Group,1,less_equal,(long_term_debt_2022 ≤ dividends_paid_2023),Is long-term debt less than or equal to cash dividends paid for Orion Financial Group from fiscal year 2022 to fiscal year 2023?,False,No,boolean,long_term_debt_2022(54677) ≤ dividends_paid_2023(29146) → False
FQ-00122,Cobalt Semiconductor,0,,stock_price_2022,What was the closing stock price reported by Cobalt Semiconductor for the fiscal year ending 2022?,482.98,482.98,numeric,stock_price_2022 = 482.98
FQ-00123,Ironclad Manufacturing,1,less_than,(current_assets_2022 < total_assets_2023),Is total current assets strictly less than total assets for Ironclad Manufacturing from fiscal year 2022 to fiscal year 2023?,True,Yes,boolean,current_assets_2022(76717) < total_assets_2023(307988) → True
FQ-00124,Titan Consumer Brands,2,divide,(AVG(gross_profit_2023) ÷ current_liabilities_2023),"For Titan Consumer Brands, what is the result of computing (AVG(gross_profit_2023) ÷ current_liabilities_2023)? Specifically, evaluate the sub-expression first, then apply the outer operation.",2.2447,2.24,numeric,(AVG(gross_profit_2023) = 115157.4) / (current_liabilities_2023 = 51301) = 2.2447
FQ-00125,Meridian Systems Inc,1,equals,(employees_2023 = total_liabilities_2023),Is the total number of employees equal to total liabilities for Meridian Systems Inc?,False,No,boolean,employees_2023(257216) = total_liabilities_2023(579572) → False
FQ-00126,ClearPath Logistics,1,less_equal,(dividends_paid_2022 ≤ revenue_2022),Is cash dividends paid less than or equal to total revenue for ClearPath Logistics for fiscal year 2022?,True,Yes,boolean,dividends_paid_2022(3853) ≤ revenue_2022(230637) → True
FQ-00127,Pinnacle Health Group,1,subtract,(total_assets_2022 - net_income_2023),"What is the difference between total assets and net income (i.e., total assets minus net income) for Pinnacle Health Group from fiscal year 2022 to fiscal year 2023?",64923,64923,numeric,total_assets_2022(88345) - net_income_2023(23422) = 64923
FQ-00128,ClearPath Logistics,0,,total_equity_2022,What was the total stockholders' equity reported by ClearPath Logistics for the fiscal year ending 2022?,99639,99639,numeric,total_equity_2022 = 99639
FQ-00129,Titan Consumer Brands,1,greater_than,(total_assets_2023 > inventories_2022),Is total assets strictly greater than total inventories for Titan Consumer Brands from fiscal year 2023 to fiscal year 2022?,True,Yes,boolean,total_assets_2023(272258) > inventories_2022(4147) → True
FQ-00130,ClearPath Logistics,0,,total_assets_2023,What was the total assets reported by ClearPath Logistics for the fiscal year ending 2023?,171727,171727,numeric,total_assets_2023 = 171727
FQ-00131,Pacific Crest Energy,2,greater_than,((total_assets_2023 + net_income_2022) > cost_of_goods_sold_2023),"For Pacific Crest Energy, what is the result of computing ((total_assets_2023 + net_income_2022) > cost_of_goods_sold_2023)? Specifically, evaluate the sub-expression first, then apply the outer operation.",True,Yes,boolean,(total_assets_2023(282988) + net_income_2022(112421) = 395409) > (cost_of_goods_sold_2023 = 184001) → True
FQ-00132,Ironclad Manufacturing,2,ratio,"ratio((operating_expenses_2024 × current_liabilities_2024), inventories_2023)","For Ironclad Manufacturing, what is the result of computing ratio((operating_expenses_2024 × current_liabilities_2024), inventories_2023)? Specifically, evaluate the sub-expression first, then apply the outer operation.",204570.1953,204570.1953,ratio,(operating_expenses_2024(20527) × current_liabilities_2024(112545) = 2310211215) / (inventories_2023 = 11293) = 204570.1953
FQ-00133,Pinnacle Health Group,0,,net_income_2024,What was the net income reported by Pinnacle Health Group for the fiscal year ending 2024?,5005,5005,numeric,net_income_2024 = 5005
FQ-00134,Titan Consumer Brands,1,less_equal,(gross_profit_2024 ≤ net_income_2024),Is gross profit less than or equal to net income for Titan Consumer Brands for fiscal year 2024?,False,No,boolean,gross_profit_2024(61789) ≤ net_income_2024(27157) → False
FQ-00135,Cobalt Semiconductor,1,equals,(current_assets_2023 = gross_profit_2024),Is the total current assets equal to gross profit for Cobalt Semiconductor?,False,No,boolean,current_assets_2023(129672) = gross_profit_2024(82846) → False
FQ-00136,Crimson Pharmaceuticals,1,multiply,(cost_of_goods_sold_2024 × current_assets_2022),What is the product of cost of goods sold and total current assets for Crimson Pharmaceuticals from fiscal year 2024 to fiscal year 2022?,13397166990,13397166990,numeric,cost_of_goods_sold_2024(88170) × current_assets_2022(151947) = 13397166990
FQ-00137,Helix BioSciences,1,equals,(revenue_2023 = long_term_debt_2022),Is the total revenue equal to long-term debt for Helix BioSciences?,False,No,boolean,revenue_2023(133657) = long_term_debt_2022(178494) → False
FQ-00138,SilverLine Retail Inc,1,subtract,(current_liabilities_2023 - capex_2024),"What is the difference between total current liabilities and capital expenditures (i.e., total current liabilities minus capital expenditures) for SilverLine Retail Inc from fiscal year 2023 to fiscal year 2024?",162505,162505,numeric,current_liabilities_2023(170751) - capex_2024(8246) = 162505
FQ-00139,ClearPath Logistics,2,divide,((total_liabilities_2022 + cost_of_goods_sold_2024) ÷ inventories_2022),"For ClearPath Logistics, what is the result of computing ((total_liabilities_2022 + cost_of_goods_sold_2024) ÷ inventories_2022)? Specifically, evaluate the sub-expression first, then apply the outer operation.",30.1536,30.15,numeric,(total_liabilities_2022(261147) + cost_of_goods_sold_2024(82725) = 343872) / (inventories_2022 = 11404) = 30.1536
FQ-00140,Pacific Crest Energy,2,subtract,"(Δ(dividends_paid, 2023→2024) - accounts_receivable_2023)","For Pacific Crest Energy, what is the result of computing (Δ(dividends_paid, 2023→2024) - accounts_receivable_2023)? Specifically, evaluate the sub-expression first, then apply the outer operation.",-39892,-39892,numeric,(Δ = dividends_paid_2024(20102) - dividends_paid_2023(15382) = 4720) - (accounts_receivable_2023 = 44612) = -39892
FQ-00141,Apex Dynamics Corp,2,subtract,((operating_expenses_2023 - capex_2022) - current_liabilities_2022),"For Apex Dynamics Corp, what is the result of computing ((operating_expenses_2023 - capex_2022) - current_liabilities_2022)? Specifically, evaluate the sub-expression first, then apply the outer operation.",-8179,-8179,numeric,(operating_expenses_2023(6461) - capex_2022(5238) = 1223) - (current_liabilities_2022 = 9402) = -8179
FQ-00142,Orion Financial Group,1,equals,(employees_2023 = employees_2024),Is the total number of employees equal to total number of employees for Orion Financial Group?,False,No,boolean,employees_2023(29891) = employees_2024(378345) → False
FQ-00143,Meridian Systems Inc,1,equals,(gross_profit_2024 = operating_expenses_2023),Is the gross profit equal to total operating expenses for Meridian Systems Inc?,False,No,boolean,gross_profit_2024(392234) = operating_expenses_2023(69023) → False
FQ-00144,NovaStar Technologies,1,less_than,(dividends_paid_2023 < operating_expenses_2024),Is cash dividends paid strictly less than total operating expenses for NovaStar Technologies from fiscal year 2023 to fiscal year 2024?,True,Yes,boolean,dividends_paid_2023(5942) < operating_expenses_2024(28960) → True
FQ-00145,Titan Consumer Brands,1,subtract,(revenue_2022 - operating_expenses_2024),"What is the difference between total revenue and total operating expenses (i.e., total revenue minus total operating expenses) for Titan Consumer Brands from fiscal year 2022 to fiscal year 2024?",71114,71114,numeric,revenue_2022(95981) - operating_expenses_2024(24867) = 71114
FQ-00146,Titan Consumer Brands,2,subtract,((current_liabilities_2022 - total_liabilities_2022) - revenue_2024),"For Titan Consumer Brands, what is the result of computing ((current_liabilities_2022 - total_liabilities_2022) - revenue_2024)? Specifically, evaluate the sub-expression first, then apply the outer operation.",-138884,-138884,numeric,(current_liabilities_2022(20421) - total_liabilities_2022(46231) = -25810) - (revenue_2024 = 113074) = -138884
FQ-00147,Crimson Pharmaceuticals,1,less_than,(operating_expenses_2022 < cost_of_goods_sold_2022),Is total operating expenses strictly less than cost of goods sold for Crimson Pharmaceuticals for fiscal year 2022?,True,Yes,boolean,operating_expenses_2022(17433) < cost_of_goods_sold_2022(109259) → True
FQ-00148,Atlas Global Industries,1,subtract,(current_liabilities_2022 - operating_expenses_2023),"What is the difference between total current liabilities and total operating expenses (i.e., total current liabilities minus total operating expenses) for Atlas Global Industries from fiscal year 2022 to fiscal year 2023?",-23237,-23237,numeric,current_liabilities_2022(85707) - operating_expenses_2023(108944) = -23237
FQ-00149,NovaStar Technologies,1,subtract,(operating_income_2024 - current_liabilities_2022),"What is the difference between operating income and total current liabilities (i.e., operating income minus total current liabilities) for NovaStar Technologies from fiscal year 2024 to fiscal year 2022?",17403,17403,numeric,operating_income_2024(36263) - current_liabilities_2022(18860) = 17403
FQ-00150,Cobalt Semiconductor,1,less_than,(inventories_2023 < capex_2023),Is total inventories strictly less than capital expenditures for Cobalt Semiconductor for fiscal year 2023?,True,Yes,boolean,inventories_2023(3839) < capex_2023(16968) → True
FQ-00151,Meridian Systems Inc,1,greater_equal,(revenue_2023 ≥ current_assets_2022),Is total revenue greater than or equal to total current assets for Meridian Systems Inc from fiscal year 2023 to fiscal year 2022?,False,No,boolean,revenue_2023(611174) ≥ current_assets_2022(723664) → False
FQ-00152,Ironclad Manufacturing,1,less_equal,(operating_income_2024 ≤ current_liabilities_2023),Is operating income less than or equal to total current liabilities for Ironclad Manufacturing from fiscal year 2024 to fiscal year 2023?,False,No,boolean,operating_income_2024(57387) ≤ current_liabilities_2023(50020) → False
FQ-00153,Meridian Systems Inc,1,equals,(operating_expenses_2023 = accounts_receivable_2023),Is the total operating expenses equal to net accounts receivable for Meridian Systems Inc?,False,No,boolean,operating_expenses_2023(69023) = accounts_receivable_2023(58756) → False
FQ-00154,Helix BioSciences,1,subtract,(total_liabilities_2023 - net_income_2023),"What is the difference between total liabilities and net income (i.e., total liabilities minus net income) for Helix BioSciences for fiscal year 2023?",13107,13107,numeric,total_liabilities_2023(60273) - net_income_2023(47166) = 13107
FQ-00155,Titan Consumer Brands,1,not_equals,(total_equity_2023 ≠ current_liabilities_2022),Is the total stockholders' equity different from total current liabilities for Titan Consumer Brands?,True,Yes,boolean,total_equity_2023(86031) ≠ current_liabilities_2022(20421) → True
FQ-00156,Cobalt Semiconductor,1,multiply,(inventories_2024 × current_liabilities_2023),What is the product of total inventories and total current liabilities for Cobalt Semiconductor from fiscal year 2024 to fiscal year 2023?,3455439944,3455439944,numeric,inventories_2024(35407) × current_liabilities_2023(97592) = 3455439944
FQ-00157,ClearPath Logistics,1,divide,(total_liabilities_2023 ÷ current_assets_2024),What is the ratio of total liabilities to total current assets for ClearPath Logistics from fiscal year 2023 to fiscal year 2024?,2.0841,2.08,numeric,total_liabilities_2023(126383) / current_assets_2024(60642) = 2.0841
FQ-00158,Meridian Systems Inc,1,multiply,(total_equity_2022 × net_income_2022),What is the product of total stockholders' equity and net income for Meridian Systems Inc for fiscal year 2022?,59538685661,59538685661,numeric,total_equity_2022(447629) × net_income_2022(133009) = 59538685661
FQ-00159,SilverLine Retail Inc,0,,capex_2024,What was the capital expenditures reported by SilverLine Retail Inc for the fiscal year ending 2024?,8246,8246,numeric,capex_2024 = 8246
FQ-00160,Quantum Bridge Holdings,1,subtract,(gross_profit_2024 - operating_income_2024),"What is the difference between gross profit and operating income (i.e., gross profit minus operating income) for Quantum Bridge Holdings for fiscal year 2024?",37704,37704,numeric,gross_profit_2024(151679) - operating_income_2024(113975) = 37704
FQ-00161,Cobalt Semiconductor,1,not_equals,(dividends_paid_2022 ≠ total_equity_2022),Is the cash dividends paid different from total stockholders' equity for Cobalt Semiconductor?,True,Yes,boolean,dividends_paid_2022(9269) ≠ total_equity_2022(107723) → True
FQ-00162,Atlas Global Industries,0,,total_equity_2024,What was the total stockholders' equity reported by Atlas Global Industries for the fiscal year ending 2024?,154250,154250,numeric,total_equity_2024 = 154250
FQ-00163,Crimson Pharmaceuticals,0,,cash_2022,What was the cash and cash equivalents reported by Crimson Pharmaceuticals for the fiscal year ending 2022?,61088,61088,numeric,cash_2022 = 61088
FQ-00164,Apex Dynamics Corp,2,ratio,"ratio((stock_price_2023 ÷ total_assets_2023), cash_2022)","For Apex Dynamics Corp, what is the result of computing ratio((stock_price_2023 ÷ total_assets_2023), cash_2022)? Specifically, evaluate the sub-expression first, then apply the outer operation.",0.0,0.0000,ratio,(stock_price_2023(739.0) / total_assets_2023(124489) = 0.0059) / (cash_2022 = 2886) = 0.0
FQ-00165,Apex Dynamics Corp,2,subtract,((inventories_2023 + current_assets_2023) - total_assets_2023),"For Apex Dynamics Corp, what is the result of computing ((inventories_2023 + current_assets_2023) - total_assets_2023)? Specifically, evaluate the sub-expression first, then apply the outer operation.",-81366,-81366,numeric,(inventories_2023(3274) + current_assets_2023(39849) = 43123) - (total_assets_2023 = 124489) = -81366
FQ-00166,Pinnacle Health Group,1,ratio,"ratio(operating_expenses_2023, long_term_debt_2023)",What is the ratio of total operating expenses to long-term debt for Pinnacle Health Group for fiscal year 2023?,0.3562,0.3562,ratio,operating_expenses_2023(9625) / long_term_debt_2023(27018) = 0.3562
FQ-00167,Helix BioSciences,1,divide,(total_equity_2022 ÷ employees_2023),What is the ratio of total stockholders' equity to total number of employees for Helix BioSciences from fiscal year 2022 to fiscal year 2023?,0.3992,0.40,numeric,total_equity_2022(158260) / employees_2023(396417) = 0.3992
FQ-00168,Apex Dynamics Corp,1,greater_than,(capex_2023 > operating_income_2022),Is capital expenditures strictly greater than operating income for Apex Dynamics Corp from fiscal year 2023 to fiscal year 2022?,False,No,boolean,capex_2023(1851) > operating_income_2022(34696) → False
FQ-00169,Atlas Global Industries,2,ratio,"ratio(ratio(stock_price_2022, total_equity_2024), cost_of_goods_sold_2023)","For Atlas Global Industries, what is the result of computing ratio(ratio(stock_price_2022, total_equity_2024), cost_of_goods_sold_2023)? Specifically, evaluate the sub-expression first, then apply the outer operation.",0.0,0.0000,ratio,(stock_price_2022(736.72) / total_equity_2024(154250) = 0.0048) / (cost_of_goods_sold_2023 = 261406) = 0.0
FQ-00170,Pinnacle Health Group,2,ratio,"ratio((capex_2023 ÷ operating_expenses_2022), net_income_2023)","For Pinnacle Health Group, what is the result of computing ratio((capex_2023 ÷ operating_expenses_2022), net_income_2023)? Specifically, evaluate the sub-expression first, then apply the outer operation.",0.0,0.0000,ratio,(capex_2023(3835) / operating_expenses_2022(16516) = 0.2322) / (net_income_2023 = 23422) = 0.0
FQ-00171,Pinnacle Health Group,2,ratio,"ratio((operating_income_2023 + total_assets_2023), long_term_debt_2022)","For Pinnacle Health Group, what is the result of computing ratio((operating_income_2023 + total_assets_2023), long_term_debt_2022)? Specifically, evaluate the sub-expression first, then apply the outer operation.",13.0117,13.0117,ratio,(operating_income_2023(29194) + total_assets_2023(67535) = 96729) / (long_term_debt_2022 = 7434) = 13.0117
FQ-00172,Ironclad Manufacturing,2,divide,"(ratio(current_assets_2024, dividends_paid_2023) ÷ net_income_2024)","For Ironclad Manufacturing, what is the result of computing (ratio(current_assets_2024, dividends_paid_2023) ÷ net_income_2024)? Specifically, evaluate the sub-expression first, then apply the outer operation.",0.0008,0.00,numeric,(current_assets_2024(155765) / dividends_paid_2023(4732) = 32.9174) / (net_income_2024 = 40511) = 0.0008
FQ-00173,Quantum Bridge Holdings,2,divide,((cost_of_goods_sold_2023 + cost_of_goods_sold_2022) ÷ cost_of_goods_sold_2024),"For Quantum Bridge Holdings, what is the result of computing ((cost_of_goods_sold_2023 + cost_of_goods_sold_2022) ÷ cost_of_goods_sold_2024)? Specifically, evaluate the sub-expression first, then apply the outer operation.",1.9947,1.99,numeric,(cost_of_goods_sold_2023(116497) + cost_of_goods_sold_2022(64497) = 180994) / (cost_of_goods_sold_2024 = 90739) = 1.9947
FQ-00174,NovaStar Technologies,1,not_equals,(current_liabilities_2022 ≠ revenue_2023),Is the total current liabilities different from total revenue for NovaStar Technologies?,True,Yes,boolean,current_liabilities_2022(18860) ≠ revenue_2023(110556) → True
FQ-00175,Pacific Crest Energy,1,equals,(operating_expenses_2024 = net_income_2023),Is the total operating expenses equal to net income for Pacific Crest Energy?,False,No,boolean,operating_expenses_2024(38004) = net_income_2023(85444) → False
FQ-00176,Ironclad Manufacturing,2,divide,((employees_2023 × total_liabilities_2023) ÷ inventories_2023),"For Ironclad Manufacturing, what is the result of computing ((employees_2023 × total_liabilities_2023) ÷ inventories_2023)? Specifically, evaluate the sub-expression first, then apply the outer operation.",7081527.2262,"7,081,527",numeric,(employees_2023(490669) × total_liabilities_2023(162985) = 79971686965) / (inventories_2023 = 11293) = 7081527.2262
FQ-00177,Orion Financial Group,2,divide,((operating_expenses_2022 - operating_expenses_2024) ÷ inventories_2022),"For Orion Financial Group, what is the result of computing ((operating_expenses_2022 - operating_expenses_2024) ÷ inventories_2022)? Specifically, evaluate the sub-expression first, then apply the outer operation.",0.8115,0.81,numeric,(operating_expenses_2022(47256) - operating_expenses_2024(30827) = 16429) / (inventories_2022 = 20246) = 0.8115
FQ-00178,Titan Consumer Brands,2,ratio,"ratio(ratio(cash_2023, long_term_debt_2022), revenue_2024)","For Titan Consumer Brands, what is the result of computing ratio(ratio(cash_2023, long_term_debt_2022), revenue_2024)? Specifically, evaluate the sub-expression first, then apply the outer operation.",0.0,0.0000,ratio,(cash_2023(54437) / long_term_debt_2022(15987) = 3.4051) / (revenue_2024 = 113074) = 0.0
FQ-00179,Helix BioSciences,1,subtract,(total_liabilities_2024 - accounts_receivable_2022),"What is the difference between total liabilities and net accounts receivable (i.e., total liabilities minus net accounts receivable) for Helix BioSciences from fiscal year 2024 to fiscal year 2022?",58718,58718,numeric,total_liabilities_2024(73814) - accounts_receivable_2022(15096) = 58718
FQ-00180,Quantum Bridge Holdings,1,divide,(inventories_2023 ÷ total_assets_2023),What is the ratio of total inventories to total assets for Quantum Bridge Holdings for fiscal year 2023?,0.0127,0.01,numeric,inventories_2023(3523) / total_assets_2023(278084) = 0.0127
FQ-00181,Quantum Bridge Holdings,1,equals,(long_term_debt_2024 = current_liabilities_2022),Is the long-term debt equal to total current liabilities for Quantum Bridge Holdings?,False,No,boolean,long_term_debt_2024(55124) = current_liabilities_2022(41943) → False
FQ-00182,Quantum Bridge Holdings,1,subtract,(accounts_receivable_2024 - cost_of_goods_sold_2022),"What is the difference between net accounts receivable and cost of goods sold (i.e., net accounts receivable minus cost of goods sold) for Quantum Bridge Holdings from fiscal year 2024 to fiscal year 2022?",-45128,-45128,numeric,accounts_receivable_2024(19369) - cost_of_goods_sold_2022(64497) = -45128
FQ-00183,Meridian Systems Inc,0,,credit_rating,What is the credit rating of Meridian Systems Inc?,AA,AA,ordinal,credit_rating = AA
FQ-00184,Orion Financial Group,2,subtract,((total_equity_2023 - current_liabilities_2023) - capex_2023),"For Orion Financial Group, what is the result of computing ((total_equity_2023 - current_liabilities_2023) - capex_2023)? Specifically, evaluate the sub-expression first, then apply the outer operation.",144276,144276,numeric,(total_equity_2023(189982) - current_liabilities_2023(39934) = 150048) - (capex_2023 = 5772) = 144276
FQ-00185,ClearPath Logistics,2,divide,((inventories_2022 ÷ cash_2022) ÷ gross_profit_2022),"For ClearPath Logistics, what is the result of computing ((inventories_2022 ÷ cash_2022) ÷ gross_profit_2022)? Specifically, evaluate the sub-expression first, then apply the outer operation.",0.0,0.00,numeric,(inventories_2022(11404) / cash_2022(31822) = 0.3584) / (gross_profit_2022 = 112675) = 0.0
FQ-00186,Ironclad Manufacturing,1,add,(revenue_2022 + operating_income_2024),What is the sum of total revenue and operating income for Ironclad Manufacturing from fiscal year 2022 to fiscal year 2024?,282878,282878,numeric,revenue_2022(225491) + operating_income_2024(57387) = 282878
FQ-00187,Orion Financial Group,1,less_equal,(accounts_receivable_2022 ≤ operating_income_2023),Is net accounts receivable less than or equal to operating income for Orion Financial Group from fiscal year 2022 to fiscal year 2023?,True,Yes,boolean,accounts_receivable_2022(31323) ≤ operating_income_2023(148350) → True
FQ-00188,Titan Consumer Brands,2,divide,"(ratio(cash_2022, capex_2022) ÷ accounts_receivable_2023)","For Titan Consumer Brands, what is the result of computing (ratio(cash_2022, capex_2022) ÷ accounts_receivable_2023)? Specifically, evaluate the sub-expression first, then apply the outer operation.",0.0001,0.00,numeric,(cash_2022(6575) / capex_2022(8211) = 0.8008) / (accounts_receivable_2023 = 13316) = 0.0001
FQ-00189,NovaStar Technologies,2,less_than,((gross_profit_2023 - total_equity_2023) < operating_income_2022),"For NovaStar Technologies, what is the result of computing ((gross_profit_2023 - total_equity_2023) < operating_income_2022)? Specifically, evaluate the sub-expression first, then apply the outer operation.",True,Yes,boolean,(gross_profit_2023(55944) - total_equity_2023(30178) = 25766) < (operating_income_2022 = 57409) → True
FQ-00190,SilverLine Retail Inc,0,,accounts_receivable_2022,What was the net accounts receivable reported by SilverLine Retail Inc for the fiscal year ending 2022?,31967,31967,numeric,accounts_receivable_2022 = 31967
FQ-00191,Crimson Pharmaceuticals,1,ratio,"ratio(total_liabilities_2022, cash_2024)",What is the ratio of total liabilities to cash and cash equivalents for Crimson Pharmaceuticals from fiscal year 2022 to fiscal year 2024?,13.6867,13.6867,ratio,total_liabilities_2022(192229) / cash_2024(14045) = 13.6867
