question_id,depth,question,question_original,obstacle,useless_info_family_used,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value,leaf_7_key,leaf_7_concept,leaf_7_label,leaf_7_entity,leaf_7_period,leaf_7_unit,leaf_7_value,leaf_8_key,leaf_8_concept,leaf_8_label,leaf_8_entity,leaf_8_period,leaf_8_unit,leaf_8_value,leaf_9_key,leaf_9_concept,leaf_9_label,leaf_9_entity,leaf_9_period,leaf_9_unit,leaf_9_value,leaf_10_key,leaf_10_concept,leaf_10_label,leaf_10_entity,leaf_10_period,leaf_10_unit,leaf_10_value,leaf_11_key,leaf_11_concept,leaf_11_label,leaf_11_entity,leaf_11_period,leaf_11_unit,leaf_11_value,leaf_12_key,leaf_12_concept,leaf_12_label,leaf_12_entity,leaf_12_period,leaf_12_unit,leaf_12_value,leaf_13_key,leaf_13_concept,leaf_13_label,leaf_13_entity,leaf_13_period,leaf_13_unit,leaf_13_value
147,3,what is the current assets for Apex Dynamics Corp in 2020?,,,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""0_cash"", ""depth"": 0}, ""right"": {""leaf"": ""0_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""0_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""0_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",14066.0,3,0,3,134624137,876185914,861115112,0.563,0,1,4,0_cash,cash,cash,Apex Dynamics Corp,2020,M_USD,2627.0,0_accounts_receivable,accounts_receivable,accounts receivable,Apex Dynamics Corp,2020,M_USD,3346.0,0_inventories,inventories,inventories,Apex Dynamics Corp,2020,M_USD,1397.0,0_short_term_investments,short_term_investments,short term investments,Apex Dynamics Corp,2020,M_USD,6696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1,which result follows from the longterm liabilities for Ironclad Manufacturing in 2024?,,,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""40_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""40_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",222763.0,4,0,1,271627576,22667590,861115112,0.268,0,1,2,40_total_liabilities,total_liabilities,total liabilities,Ironclad Manufacturing,2024,M_USD,325872.0,40_current_liabilities,current_liabilities,current liabilities,Ironclad Manufacturing,2024,M_USD,103109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1,Which value corresponds to the the minimum of operating expenses for Helix BioSciences using values from 2024 through 2025,,,,"min(76_operating_expenses, 77_operating_expenses)","{""op"": ""min"", ""left"": {""leaf"": ""76_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""77_operating_expenses"", ""depth"": 0}, ""depth"": 1}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",27834.0,2,0,1,346774460,741829988,861115112,0.205,0,1,2,76_operating_expenses,operating_expenses,operating expenses,Helix BioSciences,2024,M_USD,28101.0,77_operating_expenses,operating_expenses,operating expenses,Helix BioSciences,2025,M_USD,27834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,0,what's the value of the current liabilities for ClearPath Logistics in 2022,,,,80_current_liabilities,"{""leaf"": ""80_current_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",63198.0,3,0,0,634955446,964695114,861115112,0.124,0,1,1,80_current_liabilities,current_liabilities,current liabilities,ClearPath Logistics,2022,M_USD,63198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,5,What does the following give: the maximum of inventories for Crimson Pharmaceuticals using values from 2020 through 2025 ?,,,,"max(max(max(max(max(84_inventories, 85_inventories), 86_inventories), 87_inventories), 88_inventories), 89_inventories)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""84_inventories"", ""depth"": 0}, ""right"": {""leaf"": ""85_inventories"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""86_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""87_inventories"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""88_inventories"", ""depth"": 0}, ""depth"": 4}, ""right"": {""leaf"": ""89_inventories"", ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",35247.0,2,0,5,989313592,882479808,861115112,0.52,0,1,6,84_inventories,inventories,inventories,Crimson Pharmaceuticals,2020,M_USD,27044.0,85_inventories,inventories,inventories,Crimson Pharmaceuticals,2021,M_USD,18920.0,86_inventories,inventories,inventories,Crimson Pharmaceuticals,2022,M_USD,28424.0,87_inventories,inventories,inventories,Crimson Pharmaceuticals,2023,M_USD,17260.0,88_inventories,inventories,inventories,Crimson Pharmaceuticals,2024,M_USD,24991.0,89_inventories,inventories,inventories,Crimson Pharmaceuticals,2025,M_USD,35247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,0,What is the value of the current liabilities for Apex Dynamics Corp in 2022,,,,2_current_liabilities,"{""leaf"": ""2_current_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",48056.0,1,0,0,808454542,73564313,861115112,0.577,0,1,1,2_current_liabilities,current_liabilities,current liabilities,Apex Dynamics Corp,2022,M_USD,48056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,4,Which result follows from the longterm assets for Helix BioSciences in 2020,,,,longterm_assets,"{""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""72_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""72_cash"", ""depth"": 0}, ""right"": {""leaf"": ""72_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""72_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""72_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}","{""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}",112935.0,5,0,4,589925622,450396240,861115112,0.382,0,1,5,72_total_assets,total_assets,total assets,Helix BioSciences,2020,M_USD,206207.0,72_cash,cash,cash,Helix BioSciences,2020,M_USD,27177.0,72_accounts_receivable,accounts_receivable,accounts receivable,Helix BioSciences,2020,M_USD,20427.0,72_inventories,inventories,inventories,Helix BioSciences,2020,M_USD,17743.0,72_short_term_investments,short_term_investments,short term investments,Helix BioSciences,2020,M_USD,27925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,3,calculate the the maximum of capex for SilverLine Retail Inc using values from 2022 through 2025,,,,"max(max(max(44_capex, 45_capex), 46_capex), 47_capex)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""44_capex"", ""depth"": 0}, ""right"": {""leaf"": ""45_capex"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""46_capex"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""47_capex"", ""depth"": 0}, ""depth"": 3}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",81457.0,5,0,3,975479474,462578863,861115112,0.191,0,1,4,44_capex,capex,capex,SilverLine Retail Inc,2022,M_USD,44751.0,45_capex,capex,capex,SilverLine Retail Inc,2023,M_USD,76984.0,46_capex,capex,capex,SilverLine Retail Inc,2024,M_USD,38992.0,47_capex,capex,capex,SilverLine Retail Inc,2025,M_USD,81457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,0,you should give the total liabilities for Meridian Systems Inc in 2022 .,,,,8_total_liabilities,"{""leaf"": ""8_total_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",94541.0,1,0,0,474632197,123462872,861115112,0.487,0,1,1,8_total_liabilities,total_liabilities,total liabilities,Meridian Systems Inc,2022,M_USD,94541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,4,Whats the value of the sum of short term investments for ClearPath Logistics in 2024 and sum of longterm liabilities for ClearPath Logistics in 2024 and the minimum of total assets for ClearPath Logistics using values from 2022 through 2024?,,,,"sum(82_short_term_investments, sum(longterm_liabilities, min(min(80_total_assets, 81_total_assets), 82_total_assets)))","{""op"": ""sum"", ""left"": {""leaf"": ""82_short_term_investments"", ""depth"": 0}, ""right"": {""op"": ""sum"", ""left"": {""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""82_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""82_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""80_total_assets"", ""depth"": 0}, ""right"": {""leaf"": ""81_total_assets"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""82_total_assets"", ""depth"": 0}, ""depth"": 2}, ""depth"": 3}, ""depth"": 4}","{""op"": ""sum"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""op"": ""sum"", ""left"": {""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}, ""right"": {""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}",828753.0,4,2,4,393339311,67561651,861115112,0.275,2,3,6,82_short_term_investments,short_term_investments,short term investments,ClearPath Logistics,2024,M_USD,68378.0,82_total_liabilities,total_liabilities,total liabilities,ClearPath Logistics,2024,M_USD,516676.0,82_current_liabilities,current_liabilities,current liabilities,ClearPath Logistics,2024,M_USD,255889.0,80_total_assets,total_assets,total assets,ClearPath Logistics,2022,M_USD,499588.0,81_total_assets,total_assets,total assets,ClearPath Logistics,2023,M_USD,668865.0,82_total_assets,total_assets,total assets,ClearPath Logistics,2024,M_USD,690729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,4,May you calculate the sum of ratio of sum of sum of current liabilities for NovaStar Technologies in 2021 and current liabilities for NovaStar Technologies in 2022 and current liabilities for NovaStar Technologies in 2023 to 3.0 and result of sum of cash and operating expenses scaled by ratio of total assets to non operating expenses for NovaStar Technologies in 2025?,,,,"sum(ratio(sum(sum(19_current_liabilities, 20_current_liabilities), 21_current_liabilities), 3.0), mul(sum(23_cash, 23_operating_expenses), ratio(23_total_assets, 23_non_operating_expenses)))","{""op"": ""sum"", ""left"": {""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""19_current_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""20_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""21_current_liabilities"", ""depth"": 0}, ""depth"": 2}, ""right"": {""literal"": 3.0, ""depth"": 0}, ""depth"": 3}, ""right"": {""op"": ""mul"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""23_cash"", ""depth"": 0}, ""right"": {""leaf"": ""23_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""right"": {""op"": ""ratio"", ""left"": {""leaf"": ""23_total_assets"", ""depth"": 0}, ""right"": {""leaf"": ""23_non_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}, ""depth"": 4}","{""op"": ""sum"", ""left"": {""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}, ""right"": {""op"": ""mul"", ""left"": {""op"": ""sum"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""right"": {""op"": ""ratio"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}, ""depth"": 3, ""kind"": ""node""}",674763.9230192358,3,3,4,123386841,48624957,861115112,0.109,4,5,7,19_current_liabilities,current_liabilities,current liabilities,NovaStar Technologies,2021,M_USD,30234.0,20_current_liabilities,current_liabilities,current liabilities,NovaStar Technologies,2022,M_USD,37004.0,21_current_liabilities,current_liabilities,current liabilities,NovaStar Technologies,2023,M_USD,132031.0,23_cash,cash,cash,NovaStar Technologies,2025,M_USD,45536.0,23_operating_expenses,operating_expenses,operating expenses,NovaStar Technologies,2025,M_USD,27548.0,23_total_assets,total_assets,total assets,NovaStar Technologies,2025,M_USD,221989.0,23_non_operating_expenses,non_operating_expenses,non operating expenses,NovaStar Technologies,2025,M_USD,26669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,2,What does the following give: the minimum of capex for Crimson Pharmaceuticals using values from 2023 through 2025,,,,"min(min(87_capex, 88_capex), 89_capex)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""87_capex"", ""depth"": 0}, ""right"": {""leaf"": ""88_capex"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""89_capex"", ""depth"": 0}, ""depth"": 2}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",18672.0,2,0,2,664047751,787817544,861115112,0.335,0,1,3,87_capex,capex,capex,Crimson Pharmaceuticals,2023,M_USD,18672.0,88_capex,capex,capex,Crimson Pharmaceuticals,2024,M_USD,25664.0,89_capex,capex,capex,Crimson Pharmaceuticals,2025,M_USD,27072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,1,May you calculate the gross profit for NovaStar Technologies in 2021,,,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""19_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""19_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",42014.0,3,0,1,815130864,352442545,861115112,0.44,0,1,2,19_revenue,revenue,revenue,NovaStar Technologies,2021,M_USD,125354.0,19_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,NovaStar Technologies,2021,M_USD,83340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,0,provide the non operating expenses for Pacific Crest Energy in 2024 .,,,,52_non_operating_expenses,"{""leaf"": ""52_non_operating_expenses"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",36163.0,0,0,0,403980856,466919516,861115112,0.573,0,1,1,52_non_operating_expenses,non_operating_expenses,non operating expenses,Pacific Crest Energy,2024,M_USD,36163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,4,Whats the value of the the minimum of total assets for ClearPath Logistics using values from 2021 through 2025 ?,,,,"min(min(min(min(79_total_assets, 80_total_assets), 81_total_assets), 82_total_assets), 83_total_assets)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""79_total_assets"", ""depth"": 0}, ""right"": {""leaf"": ""80_total_assets"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""81_total_assets"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""82_total_assets"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""83_total_assets"", ""depth"": 0}, ""depth"": 4}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",499588.0,5,0,4,999279698,264019118,861115112,0.262,0,1,5,79_total_assets,total_assets,total assets,ClearPath Logistics,2021,M_USD,908620.0,80_total_assets,total_assets,total assets,ClearPath Logistics,2022,M_USD,499588.0,81_total_assets,total_assets,total assets,ClearPath Logistics,2023,M_USD,668865.0,82_total_assets,total_assets,total assets,ClearPath Logistics,2024,M_USD,690729.0,83_total_assets,total_assets,total assets,ClearPath Logistics,2025,M_USD,720190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,4,May you calculate the longterm assets for NovaStar Technologies in 2025 ?,,,,longterm_assets,"{""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""23_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""23_cash"", ""depth"": 0}, ""right"": {""leaf"": ""23_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""23_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""23_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}","{""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}",143685.0,3,0,4,212089315,914028092,861115112,0.168,0,1,5,23_total_assets,total_assets,total assets,NovaStar Technologies,2025,M_USD,221989.0,23_cash,cash,cash,NovaStar Technologies,2025,M_USD,45536.0,23_accounts_receivable,accounts_receivable,accounts receivable,NovaStar Technologies,2025,M_USD,10975.0,23_inventories,inventories,inventories,NovaStar Technologies,2025,M_USD,3554.0,23_short_term_investments,short_term_investments,short term investments,NovaStar Technologies,2025,M_USD,18239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,2,may you give the the minimum of capex for Orion Financial Group using values from 2020 through 2022,,,,"min(min(54_capex, 55_capex), 56_capex)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""54_capex"", ""depth"": 0}, ""right"": {""leaf"": ""55_capex"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""56_capex"", ""depth"": 0}, ""depth"": 2}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",3204.0,4,0,2,146349754,751020992,861115112,0.58,0,1,3,54_capex,capex,capex,Orion Financial Group,2020,M_USD,8538.0,55_capex,capex,capex,Orion Financial Group,2021,M_USD,9407.0,56_capex,capex,capex,Orion Financial Group,2022,M_USD,3204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,3,You should calculate the current assets for Titan Consumer Brands in 2020 .,,,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""60_cash"", ""depth"": 0}, ""right"": {""leaf"": ""60_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""60_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""60_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",243881.0,5,0,3,415244870,858687216,861115112,0.111,0,1,4,60_cash,cash,cash,Titan Consumer Brands,2020,M_USD,126394.0,60_accounts_receivable,accounts_receivable,accounts receivable,Titan Consumer Brands,2020,M_USD,32678.0,60_inventories,inventories,inventories,Titan Consumer Brands,2020,M_USD,12797.0,60_short_term_investments,short_term_investments,short term investments,Titan Consumer Brands,2020,M_USD,72012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,0,may you calculate the revenue for NovaStar Technologies in 2020,,,,18_revenue,"{""leaf"": ""18_revenue"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",107884.0,4,0,0,879092959,16937283,861115112,0.115,0,1,1,18_revenue,revenue,revenue,NovaStar Technologies,2020,M_USD,107884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,0,May you calculate the total equity for NovaStar Technologies in 2023?,,,,21_total_equity,"{""leaf"": ""21_total_equity"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",138306.0,5,0,0,62247931,415838130,861115112,0.2,0,1,1,21_total_equity,total_equity,total equity,NovaStar Technologies,2023,M_USD,138306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,5,what is the result of the maximum of dividends paid for Apex Dynamics Corp using values from 2022 through 2025 scaled by ratio of current assets to result of result of current liabilities scaled by income tax scaled by ratio of capex to total liabilities for Apex Dynamics Corp in 2022 ?,,,,"mul(max(max(max(2_dividends_paid, 3_dividends_paid), 4_dividends_paid), 5_dividends_paid), ratio(current_assets, mul(mul(2_current_liabilities, 2_income_tax), ratio(2_capex, 2_total_liabilities))))","{""op"": ""mul"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""2_dividends_paid"", ""depth"": 0}, ""right"": {""leaf"": ""3_dividends_paid"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""4_dividends_paid"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""5_dividends_paid"", ""depth"": 0}, ""depth"": 3}, ""right"": {""op"": ""ratio"", ""left"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""2_cash"", ""depth"": 0}, ""right"": {""leaf"": ""2_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""2_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""2_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""right"": {""op"": ""mul"", ""left"": {""op"": ""mul"", ""left"": {""leaf"": ""2_current_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""2_income_tax"", ""depth"": 0}, ""depth"": 1}, ""right"": {""op"": ""ratio"", ""left"": {""leaf"": ""2_capex"", ""depth"": 0}, ""right"": {""leaf"": ""2_total_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}, ""depth"": 4}, ""depth"": 5}","{""op"": ""mul"", ""left"": {""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}, ""right"": {""op"": ""ratio"", ""left"": {""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}, ""right"": {""op"": ""mul"", ""left"": {""op"": ""mul"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""rate""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""right"": {""op"": ""ratio"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}, ""depth"": 3, ""kind"": ""node""}, ""depth"": 4, ""kind"": ""node""}",846567.5755641911,4,4,5,954062973,408187029,861115112,0.119,5,6,12,2_dividends_paid,dividends_paid,dividends paid,Apex Dynamics Corp,2022,M_USD,836.0,3_dividends_paid,dividends_paid,dividends paid,Apex Dynamics Corp,2023,M_USD,3250.0,4_dividends_paid,dividends_paid,dividends paid,Apex Dynamics Corp,2024,M_USD,0.0,5_dividends_paid,dividends_paid,dividends paid,Apex Dynamics Corp,2025,M_USD,833.0,2_cash,cash,cash,Apex Dynamics Corp,2022,M_USD,41229.0,2_accounts_receivable,accounts_receivable,accounts receivable,Apex Dynamics Corp,2022,M_USD,10946.0,2_inventories,inventories,inventories,Apex Dynamics Corp,2022,M_USD,6043.0,2_short_term_investments,short_term_investments,short term investments,Apex Dynamics Corp,2022,M_USD,27059.0,2_current_liabilities,current_liabilities,current liabilities,Apex Dynamics Corp,2022,M_USD,48056.0,2_income_tax,income_tax,income tax,Apex Dynamics Corp,2022,ratio,0.13845771805133197,2_capex,capex,capex,Apex Dynamics Corp,2022,M_USD,6853.0,2_total_liabilities,total_liabilities,total liabilities,Apex Dynamics Corp,2022,M_USD,139281.0,,,,,,,
168,0,You should calculate the dividends paid for Crimson Pharmaceuticals in 2022,,,,86_dividends_paid,"{""leaf"": ""86_dividends_paid"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",26228.0,0,0,0,840211192,436290440,861115112,0.121,0,1,1,86_dividends_paid,dividends_paid,dividends paid,Crimson Pharmaceuticals,2022,M_USD,26228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
