depth,question,answer,entity,period,concept,kind,semantic_type,derivation,sampled_node_id,sampled_node_family,sampled_node_depth,binding_entities,binding_periods,id,expression.op,expression.left.op,expression.left.left.op,expression.left.left.left.op,expression.left.left.left.left.leaf,expression.left.left.left.left.depth,expression.left.left.left.right.leaf,expression.left.left.left.right.depth,expression.left.left.left.depth,expression.left.left.right.op,expression.left.left.right.left.leaf,expression.left.left.right.left.depth,expression.left.left.right.right.leaf,expression.left.left.right.right.depth,expression.left.left.right.depth,expression.left.left.depth,expression.left.right.op,expression.left.right.left.op,expression.left.right.left.left.leaf,expression.left.right.left.left.depth,expression.left.right.left.right.leaf,expression.left.right.left.right.depth,expression.left.right.left.depth,expression.left.right.right.op,expression.left.right.right.left.leaf,expression.left.right.right.left.depth,expression.left.right.right.right.leaf,expression.left.right.right.right.depth,expression.left.right.right.depth,expression.left.right.depth,expression.left.depth,expression.right.op,expression.right.left.op,expression.right.left.left.op,expression.right.left.left.left.leaf,expression.right.left.left.left.depth,expression.right.left.left.right.leaf,expression.right.left.left.right.depth,expression.right.left.left.depth,expression.right.left.right.op,expression.right.left.right.left.leaf,expression.right.left.right.left.depth,expression.right.left.right.right.leaf,expression.right.left.right.right.depth,expression.right.left.right.depth,expression.right.left.depth,expression.right.right.op,expression.right.right.left.op,expression.right.right.left.left.leaf,expression.right.right.left.left.depth,expression.right.right.left.right.leaf,expression.right.right.left.right.depth,expression.right.right.left.depth,expression.right.right.right.op,expression.right.right.right.left.leaf,expression.right.right.right.left.depth,expression.right.right.right.right.leaf,expression.right.right.right.right.depth,expression.right.right.right.depth,expression.right.right.depth,expression.right.depth,expression.depth,binding.L849,binding.L861,binding.L863,binding.L848,binding.L850,binding.L851,binding.L852,binding.L853,binding.L854,binding.L855,binding.L856,binding.L857,binding.L858,binding.L859,binding.L860,binding.L862,flags.cross_company,flags.cross_year,flags.depth3,flags.depth4plus,expression.left.left.leaf,expression.left.right.leaf,expression.right.left.leaf,expression.right.right.leaf,binding.L581,binding.L583,binding.L580,binding.L582,binding.L909,binding.L908,binding.L910,binding.L911,expression.left.left.left.leaf,expression.left.left.right.leaf,expression.left.right.left.leaf,expression.left.right.right.leaf,expression.right.left.left.leaf,expression.right.left.right.leaf,expression.right.right.left.leaf,expression.right.right.right.leaf,binding.L971,binding.L973,binding.L968,binding.L969,binding.L970,binding.L972,binding.L974,binding.L975,binding.L11,binding.L8,binding.L9,binding.L10,binding.L543,binding.L540,binding.L541,binding.L542,binding.L285,binding.L287,binding.L284,binding.L286,binding.L905,binding.L904,binding.L906,binding.L907,binding.L83,binding.L80,binding.L81,binding.L82,binding.L320,binding.L321,binding.L322,binding.L323,binding.L324,binding.L325,binding.L326,binding.L327,binding.L249,binding.L251,binding.L248,binding.L250,binding.L252,binding.L253,binding.L254,binding.L255,binding.L977,binding.L979,binding.L976,binding.L978,binding.L943,binding.L940,binding.L941,binding.L942,binding.L845,binding.L847,binding.L844,binding.L846,binding.L735,binding.L732,binding.L733,binding.L734,binding.L643,binding.L640,binding.L641,binding.L642,expression.left.leaf,expression.right.leaf,binding.L200,binding.L201,binding.L508,binding.L509,binding.L510,binding.L511,binding.L1020,binding.L1021,binding.L494,binding.L495,binding.L460,binding.L461,binding.L278,binding.L279,binding.L384,binding.L385,binding.L632,binding.L633,binding.L488,binding.L489,binding.L880,binding.L881,binding.L762,binding.L763,binding.L476,binding.L477,binding.L692,binding.L693,binding.L924,binding.L925,binding.L132,binding.L133,binding.L134,binding.L135,binding.L626,binding.L627,binding.L800,binding.L801,binding.L528,binding.L529,binding.L736,binding.L737,binding.L738,binding.L739,binding.L70,binding.L71,binding.L984,binding.L985,binding.L204,binding.L205,binding.L826,binding.L827,binding.L600,binding.L601,binding.L602,binding.L603,binding.L490,binding.L491,binding.L484,binding.L485,binding.L260,binding.L261,binding.L258,binding.L259,binding.L398,binding.L399,binding.L964,binding.L965,binding.L560,binding.L561,binding.L44,binding.L45,binding.L274,binding.L275,binding.L526,binding.L527,binding.L164,binding.L165,binding.L347,binding.L344,binding.L345,binding.L346,binding.L712,binding.L713,binding.L314,binding.L315,binding.L650,binding.L651,binding.L746,binding.L747,binding.L262,binding.L263,binding.L864,binding.L865,binding.L306,binding.L307,binding.L670,binding.L671,binding.L578,binding.L579,binding.L952,binding.L953,binding.L276,binding.L277,binding.L574,binding.L575,binding.L210,binding.L211,binding.L530,binding.L531,binding.L86,binding.L87,binding.L76,binding.L77,binding.L810,binding.L811,binding.L628,binding.L629,binding.L444,binding.L445,binding.L504,binding.L505,binding.L506,binding.L507,binding.L152,binding.L153,binding.L438,binding.L439,binding.L990,binding.L991,binding.L470,binding.L471,binding.L890,binding.L891
1,What is the ratio of accounts receivable for Atlas Global Industries in 2025 to short term investments for Atlas Global Industries in 2025?,0.7298572873356557,Atlas Global Industries,2025,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N382,ratio,1,['Atlas Global Industries'],['2025'],30,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29_accounts_receivable,29_short_term_investments,,,,,,,,,,,,,,,29_accounts_receivable,29_short_term_investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of short term investments for Pinnacle Health Group in 2022 to longterm liabilities for Pinnacle Health Group in 2022?,0.19437029847124485,Pinnacle Health Group,2022,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N627,ratio,1,['Pinnacle Health Group'],['2022'],31,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32_short_term_investments,32_longterm_liabilities,,,,,,,,,,,,,,,,,32_short_term_investments,32_longterm_liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of accounts receivable for Meridian Systems Inc in 2020 to net income for Meridian Systems Inc in 2020?,0.21925992672228156,Meridian Systems Inc,2020,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N483,ratio,1,['Meridian Systems Inc'],['2020'],32,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6_accounts_receivable,6_net_income,,,,,,,,,,,,,,,,,,,6_accounts_receivable,6_net_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of net income for Cobalt Semiconductor in 2023 to cash for Cobalt Semiconductor in 2023?,1.0501332593003887,Cobalt Semiconductor,2023,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N875,ratio,1,['Cobalt Semiconductor'],['2023'],33,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69_net_income,69_cash,,,,,,,,,,,,,,,,,,,,,69_net_income,69_cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of total assets for Ironclad Manufacturing in 2022 to income tax expense for Ironclad Manufacturing in 2022?,87.07009597746674,Ironclad Manufacturing,2022,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N755,ratio,1,['Ironclad Manufacturing'],['2022'],34,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38_total_assets,38_income_tax_expense,,,,,,,,,,,,,,,,,,,,,,,38_total_assets,38_income_tax_expense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of cash for Cobalt Semiconductor in 2022 to longterm liabilities for Cobalt Semiconductor in 2022?,0.2507253384912959,Cobalt Semiconductor,2022,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N470,ratio,1,['Cobalt Semiconductor'],['2022'],35,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68_cash,68_longterm_liabilities,,,,,,,,,,,,,,,,,,,,,,,,,68_cash,68_longterm_liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of non operating expenses for Cobalt Semiconductor in 2025 to total equity for Cobalt Semiconductor in 2025?,0.7909920969845776,Cobalt Semiconductor,2025,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N687,ratio,1,['Cobalt Semiconductor'],['2025'],36,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71_non_operating_expenses,71_total_equity,,,,,,,,,,,,,,,,,,,,,,,,,,,71_non_operating_expenses,71_total_equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of current assets for SilverLine Retail Inc in 2022 to inventories for SilverLine Retail Inc in 2022?,3.92848979866223,SilverLine Retail Inc,2022,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N918,ratio,1,['SilverLine Retail Inc'],['2022'],37,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44_current_assets,44_inventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44_current_assets,44_inventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,What is the ratio of difference between total liabilities for Pinnacle Health Group in 2025 and total equity for Pinnacle Health Group in 2025 to combined value of dividends paid for Pinnacle Health Group in 2025 and cost of goods sold for Pinnacle Health Group in 2025?,0.9667833280305441,Pinnacle Health Group,2025,,ratio_amounts,ratio,"ratio(difference_amount, sum_amount)",N132,ratio,2,['Pinnacle Health Group'],['2025'],38,ratio,diff,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,sum,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,2,,,,,,,,,,,,,,,,,False,False,False,False,35_total_liabilities,35_total_equity,35_dividends_paid,35_cost_of_goods_sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35_total_liabilities,35_total_equity,35_dividends_paid,35_cost_of_goods_sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of non operating expenses for SilverLine Retail Inc in 2023 to total equity for SilverLine Retail Inc in 2023?,0.6712733892837988,SilverLine Retail Inc,2023,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N621,ratio,1,['SilverLine Retail Inc'],['2023'],39,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45_non_operating_expenses,45_total_equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45_non_operating_expenses,45_total_equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of non operating expenses for Helix BioSciences in 2025 to inventories for Helix BioSciences in 2025?,1.765474684757196,Helix BioSciences,2025,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N797,ratio,1,['Helix BioSciences'],['2025'],40,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77_non_operating_expenses,77_inventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77_non_operating_expenses,77_inventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the difference between operating expenses for ClearPath Logistics in 2022 and longterm liabilities for ClearPath Logistics in 2022?,-94115.0,ClearPath Logistics,2022,,difference_amount,amount,"diff(leaf_metric, leaf_metric)",N526,amount,1,['ClearPath Logistics'],['2022'],41,diff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80_operating_expenses,80_longterm_liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80_operating_expenses,80_longterm_liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of dividends paid for Quantum Bridge Holdings in 2025 to income tax expense for Quantum Bridge Holdings in 2025?,0.30832901004574825,Quantum Bridge Holdings,2025,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N319,ratio,1,['Quantum Bridge Holdings'],['2025'],42,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17_dividends_paid,17_income_tax_expense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17_dividends_paid,17_income_tax_expense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,What is the difference between difference between capex for Apex Dynamics Corp in 2025 and operating expenses for Apex Dynamics Corp in 2025 and combined value of inventories for Apex Dynamics Corp in 2025 and total liabilities for Apex Dynamics Corp in 2025?,-122369.0,Apex Dynamics Corp,2025,,difference_amount,amount,"diff(difference_amount, sum_amount)",N734,amount,2,['Apex Dynamics Corp'],['2025'],43,diff,diff,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,sum,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,2,,,,,,,,,,,,,,,,,False,False,False,False,5_capex,5_operating_expenses,5_inventories,5_total_liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_capex,5_operating_expenses,5_inventories,5_total_liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of current assets for Helix BioSciences in 2021 to income tax expense for Helix BioSciences in 2021?,3.993226047677478,Helix BioSciences,2021,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N67,ratio,1,['Helix BioSciences'],['2021'],44,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73_current_assets,73_income_tax_expense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73_current_assets,73_income_tax_expense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of total liabilities for Orion Financial Group in 2020 to operating income for Orion Financial Group in 2020?,1.8052086668801366,Orion Financial Group,2020,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N978,ratio,1,['Orion Financial Group'],['2020'],45,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54_total_liabilities,54_operating_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54_total_liabilities,54_operating_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the difference between pretax income for Titan Consumer Brands in 2024 and accounts receivable for Titan Consumer Brands in 2024?,15501.0,Titan Consumer Brands,2024,,difference_amount,amount,"diff(leaf_metric, leaf_metric)",N200,amount,1,['Titan Consumer Brands'],['2024'],46,diff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64_pretax_income,64_accounts_receivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64_pretax_income,64_accounts_receivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of operating expenses for Orion Financial Group in 2024 to capex for Orion Financial Group in 2024?,2.9607127704709377,Orion Financial Group,2024,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N820,ratio,1,['Orion Financial Group'],['2024'],47,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58_operating_expenses,58_capex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58_operating_expenses,58_capex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,What is the difference between difference between operating income for NovaStar Technologies in 2020 and non operating expenses for NovaStar Technologies in 2020 and combined value of longterm assets for NovaStar Technologies in 2020 and current liabilities for NovaStar Technologies in 2020?,-43609.0,NovaStar Technologies,2020,,difference_amount,amount,"diff(difference_amount, sum_amount)",N598,amount,2,['NovaStar Technologies'],['2020'],48,diff,diff,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,sum,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,2,,,,,,,,,,,,,,,,,False,False,False,False,18_operating_income,18_non_operating_expenses,18_longterm_assets,18_current_liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18_operating_income,18_non_operating_expenses,18_longterm_assets,18_current_liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the difference between inventories for Pacific Crest Energy in 2020 and cash for Pacific Crest Energy in 2020?,-69336.0,Pacific Crest Energy,2020,,difference_amount,amount,"diff(leaf_metric, leaf_metric)",N484,amount,1,['Pacific Crest Energy'],['2020'],49,diff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48_inventories,48_cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48_inventories,48_cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of current assets for Cobalt Semiconductor in 2020 to operating income for Cobalt Semiconductor in 2020?,1.4072152681928514,Cobalt Semiconductor,2020,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N479,ratio,1,['Cobalt Semiconductor'],['2020'],50,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66_current_assets,66_operating_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66_current_assets,66_operating_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the difference between operating expenses for SilverLine Retail Inc in 2024 and pretax income for SilverLine Retail Inc in 2024?,129671.0,SilverLine Retail Inc,2024,,difference_amount,amount,"diff(leaf_metric, leaf_metric)",N258,amount,1,['SilverLine Retail Inc'],['2024'],51,diff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46_operating_expenses,46_pretax_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46_operating_expenses,46_pretax_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of short term investments for Titan Consumer Brands in 2021 to accounts receivable for Titan Consumer Brands in 2021?,0.551268455828371,Titan Consumer Brands,2021,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N256,ratio,1,['Titan Consumer Brands'],['2021'],52,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61_short_term_investments,61_accounts_receivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61_short_term_investments,61_accounts_receivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
