question_id,depth,question,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value,leaf_7_key,leaf_7_concept,leaf_7_label,leaf_7_entity,leaf_7_period,leaf_7_unit,leaf_7_value,leaf_8_key,leaf_8_concept,leaf_8_label,leaf_8_entity,leaf_8_period,leaf_8_unit,leaf_8_value,leaf_9_key,leaf_9_concept,leaf_9_label,leaf_9_entity,leaf_9_period,leaf_9_unit,leaf_9_value,leaf_10_key,leaf_10_concept,leaf_10_label,leaf_10_entity,leaf_10_period,leaf_10_unit,leaf_10_value
36,1,What is the difference between capex for NovaStar Technologies in 2023 and short term investments for NovaStar Technologies in 2023?,"diff(21_capex, 21_short_term_investments)","{""op"": ""diff"", ""left"": {""leaf"": ""21_capex"", ""depth"": 0}, ""right"": {""leaf"": ""21_short_term_investments"", ""depth"": 0}, ""depth"": 1}","{""kind"": ""node"", ""node_id"": ""N0"", ""op"": ""diff"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}, ""right"": {""kind"": ""leaf"", ""name"": ""L1"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}}",-42979.0,1,1,1,849080932,3478555,2345,0.448,1,2,2,21_capex,capex,capex,NovaStar Technologies,2023,USD,11607,21_short_term_investments,short_term_investments,short term investments,NovaStar Technologies,2023,USD,54586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0,What is current liabilities for Crimson Pharmaceuticals in 2024?,88_current_liabilities,"{""leaf"": ""88_current_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}",82551.0,2,0,0,261849276,354838200,2345,0.63,0,1,1,88_current_liabilities,current_liabilities,current liabilities,Crimson Pharmaceuticals,2024,USD,82551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,3,"What is the maximum of cost of goods sold for Atlas Global Industries in 2024, scaled by income tax for Atlas Global Industries in 2024 and the difference between cost of goods sold for Atlas Global Industries in 2023 and cost of goods sold for Atlas Global Industries in 2023, scaled by the ratio of the minimum of current liabilities for Atlas Global Industries using the values from 2020 and 2025 to the sum of short term investments for Atlas Global Industries in 2024 and total liabilities for Atlas Global Industries in 2024?","mul(max(mul(28_cost_of_goods_sold, 28_income_tax), diff(27_cost_of_goods_sold, 27_cost_of_goods_sold)), ratio(min(24_current_liabilities, 29_current_liabilities), sum(28_short_term_investments, 28_total_liabilities)))","{""op"": ""mul"", ""left"": {""op"": ""max"", ""left"": {""op"": ""mul"", ""left"": {""leaf"": ""28_cost_of_goods_sold"", ""depth"": 0}, ""right"": {""leaf"": ""28_income_tax"", ""depth"": 0}, ""depth"": 1}, ""right"": {""op"": ""diff"", ""left"": {""leaf"": ""27_cost_of_goods_sold"", ""depth"": 0}, ""right"": {""leaf"": ""27_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}, ""right"": {""op"": ""ratio"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""24_current_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""29_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""right"": {""op"": ""sum"", ""left"": {""leaf"": ""28_short_term_investments"", ""depth"": 0}, ""right"": {""leaf"": ""28_total_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}, ""depth"": 3}","{""kind"": ""node"", ""node_id"": ""N6"", ""op"": ""mul"", ""family"": ""amount"", ""depth"": 3, ""left"": {""kind"": ""node"", ""node_id"": ""N2"", ""op"": ""max"", ""family"": ""amount"", ""depth"": 2, ""left"": {""kind"": ""node"", ""node_id"": ""N0"", ""op"": ""mul"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C4"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}, ""right"": {""kind"": ""leaf"", ""name"": ""L1"", ""family"": ""ratio"", ""semantic_type_in"": [""ratio"", ""rate""], ""entity_group"": ""E1""}}, ""right"": {""kind"": ""node"", ""node_id"": ""N1"", ""op"": ""diff"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L2"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C5"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}, ""right"": {""kind"": ""leaf"", ""name"": ""L3"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C5"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}}, ""over_years_group"": ""Y2""}, ""right"": {""kind"": ""node"", ""node_id"": ""N5"", ""op"": ""ratio"", ""family"": ""ratio"", ""depth"": 2, ""left"": {""kind"": ""node"", ""node_id"": ""N3"", ""op"": ""min"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L4"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C8"", ""entity_group"": ""E1"", ""time_series_group"": ""Y6"", ""concept_group"": ""T7""}, ""right"": {""kind"": ""leaf"", ""name"": ""L5"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C9"", ""entity_group"": ""E1"", ""time_series_group"": ""Y6"", ""concept_group"": ""T7""}, ""over_years_group"": ""Y6""}, ""right"": {""kind"": ""node"", ""node_id"": ""N4"", ""op"": ""sum"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L6"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}, ""right"": {""kind"": ""leaf"", ""name"": ""L7"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}}}}",4006.759489559427,3,3,3,903653514,881503901,2345,0.364,7,8,8,28_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Atlas Global Industries,2024,USD,64502,28_income_tax,income_tax,income tax,Atlas Global Industries,2024,ratio,0.2469268121512715,27_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Atlas Global Industries,2023,USD,32958,27_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Atlas Global Industries,2023,USD,32958,24_current_liabilities,current_liabilities,current liabilities,Atlas Global Industries,2020,USD,14619,29_current_liabilities,current_liabilities,current liabilities,Atlas Global Industries,2025,USD,29300,28_short_term_investments,short_term_investments,short term investments,Atlas Global Industries,2024,USD,4705,28_total_liabilities,total_liabilities,total liabilities,Atlas Global Industries,2024,USD,53407,,,,,,,,,,,,,,
39,0,What is total assets for Atlas Global Industries in 2022?,26_total_assets,"{""leaf"": ""26_total_assets"", ""depth"": 0}","{""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}",66524.0,0,0,0,795336001,43434500,2345,0.511,0,1,1,26_total_assets,total_assets,total assets,Atlas Global Industries,2022,USD,66524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,3,"What is the minimum of total equity for Crimson Pharmaceuticals in 2023, scaled by the growth in short term investments for Crimson Pharmaceuticals from 2023 to 2024 and the difference between the difference between total equity for Crimson Pharmaceuticals in 2022 and total equity for Crimson Pharmaceuticals in 2022 and the sum of total equity for Crimson Pharmaceuticals in 2022 and total equity for Crimson Pharmaceuticals in 2022?","min(mul(87_total_equity, growth(87_short_term_investments, 88_short_term_investments)), diff(diff(86_total_equity, 86_total_equity), sum(86_total_equity, 86_total_equity)))","{""op"": ""min"", ""left"": {""op"": ""mul"", ""left"": {""leaf"": ""87_total_equity"", ""depth"": 0}, ""right"": {""op"": ""growth"", ""left"": {""leaf"": ""87_short_term_investments"", ""depth"": 0}, ""right"": {""leaf"": ""88_short_term_investments"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}, ""right"": {""op"": ""diff"", ""left"": {""op"": ""diff"", ""left"": {""leaf"": ""86_total_equity"", ""depth"": 0}, ""right"": {""leaf"": ""86_total_equity"", ""depth"": 0}, ""depth"": 1}, ""right"": {""op"": ""sum"", ""left"": {""leaf"": ""86_total_equity"", ""depth"": 0}, ""right"": {""leaf"": ""86_total_equity"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}, ""depth"": 3}","{""kind"": ""node"", ""node_id"": ""N5"", ""op"": ""min"", ""family"": ""amount"", ""depth"": 3, ""left"": {""kind"": ""node"", ""node_id"": ""N1"", ""op"": ""mul"", ""family"": ""amount"", ""depth"": 2, ""left"": {""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C4"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}, ""right"": {""kind"": ""node"", ""node_id"": ""N0"", ""op"": ""growth"", ""family"": ""ratio"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L1"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C7"", ""entity_group"": ""E1"", ""time_series_group"": ""Y5"", ""concept_group"": ""T6""}, ""right"": {""kind"": ""leaf"", ""name"": ""L2"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C8"", ""entity_group"": ""E1"", ""time_series_group"": ""Y5"", ""concept_group"": ""T6""}, ""over_years_group"": ""Y5""}}, ""right"": {""kind"": ""node"", ""node_id"": ""N4"", ""op"": ""diff"", ""family"": ""amount"", ""depth"": 2, ""left"": {""kind"": ""node"", ""node_id"": ""N2"", ""op"": ""diff"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L3"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C9"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}, ""right"": {""kind"": ""leaf"", ""name"": ""L4"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C9"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}}, ""right"": {""kind"": ""node"", ""node_id"": ""N3"", ""op"": ""sum"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L5"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C9"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}, ""right"": {""kind"": ""leaf"", ""name"": ""L6"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C9"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}}}, ""over_years_group"": ""Y2""}",-298964.0,3,3,3,213442893,911824628,2345,0.456,6,7,7,87_total_equity,total_equity,total equity,Crimson Pharmaceuticals,2023,USD,291813,87_short_term_investments,short_term_investments,short term investments,Crimson Pharmaceuticals,2023,USD,48515,88_short_term_investments,short_term_investments,short term investments,Crimson Pharmaceuticals,2024,USD,48824,86_total_equity,total_equity,total equity,Crimson Pharmaceuticals,2022,USD,149482,86_total_equity,total_equity,total equity,Crimson Pharmaceuticals,2022,USD,149482,86_total_equity,total_equity,total equity,Crimson Pharmaceuticals,2022,USD,149482,86_total_equity,total_equity,total equity,Crimson Pharmaceuticals,2022,USD,149482,,,,,,,,,,,,,,,,,,,,,
41,5,What is the difference between the average of current assets for Quantum Bridge Holdings in 2022 and the difference between total liabilities for Quantum Bridge Holdings in 2024 and total liabilities for Quantum Bridge Holdings in 2024 and the average of the sum of operating expenses for Quantum Bridge Holdings in 2024 and operating expenses for Quantum Bridge Holdings in 2024 and the difference between operating expenses for Quantum Bridge Holdings in 2021 and operating expenses for Quantum Bridge Holdings in 2021?,"diff(avg(current_assets, diff(16_total_liabilities, 16_total_liabilities)), avg(sum(16_operating_expenses, 16_operating_expenses), diff(13_operating_expenses, 13_operating_expenses)))","{""op"": ""diff"", ""left"": {""op"": ""avg"", ""left"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""14_cash"", ""depth"": 0}, ""right"": {""leaf"": ""14_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""14_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""14_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""right"": {""op"": ""diff"", ""left"": {""leaf"": ""16_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""16_total_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 4}, ""right"": {""op"": ""avg"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""16_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""16_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""right"": {""op"": ""diff"", ""left"": {""leaf"": ""13_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""13_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}, ""depth"": 5}","{""kind"": ""node"", ""node_id"": ""N5"", ""op"": ""diff"", ""family"": ""amount"", ""depth"": 3, ""left"": {""kind"": ""node"", ""node_id"": ""N1"", ""op"": ""avg"", ""family"": ""amount"", ""depth"": 2, ""left"": {""kind"": ""derived_concept"", ""name"": ""current_assets"", ""family"": ""amount"", ""concept_depth"": 1, ""context_group"": ""C4"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}, ""right"": {""kind"": ""node"", ""node_id"": ""N0"", ""op"": ""diff"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C5"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}, ""right"": {""kind"": ""leaf"", ""name"": ""L1"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C5"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}}, ""over_years_group"": ""Y2""}, ""right"": {""kind"": ""node"", ""node_id"": ""N4"", ""op"": ""avg"", ""family"": ""amount"", ""depth"": 2, ""left"": {""kind"": ""node"", ""node_id"": ""N2"", ""op"": ""sum"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L2"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C8"", ""entity_group"": ""E1"", ""time_series_group"": ""Y6"", ""concept_group"": ""T7""}, ""right"": {""kind"": ""leaf"", ""name"": ""L3"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C8"", ""entity_group"": ""E1"", ""time_series_group"": ""Y6"", ""concept_group"": ""T7""}}, ""right"": {""kind"": ""node"", ""node_id"": ""N3"", ""op"": ""diff"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L4"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C9"", ""entity_group"": ""E1"", ""time_series_group"": ""Y6"", ""concept_group"": ""T7""}, ""right"": {""kind"": ""leaf"", ""name"": ""L5"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C9"", ""entity_group"": ""E1"", ""time_series_group"": ""Y6"", ""concept_group"": ""T7""}}, ""over_years_group"": ""Y6""}}",10928.0,3,3,5,599047920,921616819,2345,0.522,6,7,10,14_cash,cash,cash,Quantum Bridge Holdings,2022,USD,24174,14_accounts_receivable,accounts_receivable,accounts receivable,Quantum Bridge Holdings,2022,USD,11245,14_inventories,inventories,inventories,Quantum Bridge Holdings,2022,USD,5002,14_short_term_investments,short_term_investments,short term investments,Quantum Bridge Holdings,2022,USD,2093,16_total_liabilities,total_liabilities,total liabilities,Quantum Bridge Holdings,2024,USD,62366,16_total_liabilities,total_liabilities,total liabilities,Quantum Bridge Holdings,2024,USD,62366,16_operating_expenses,operating_expenses,operating expenses,Quantum Bridge Holdings,2024,USD,10329,16_operating_expenses,operating_expenses,operating expenses,Quantum Bridge Holdings,2024,USD,10329,13_operating_expenses,operating_expenses,operating expenses,Quantum Bridge Holdings,2021,USD,13105,13_operating_expenses,operating_expenses,operating expenses,Quantum Bridge Holdings,2021,USD,13105
42,1,What is the difference between cost of goods sold for Meridian Systems Inc in 2025 and total assets for Meridian Systems Inc in 2025?,"diff(11_cost_of_goods_sold, 11_total_assets)","{""op"": ""diff"", ""left"": {""leaf"": ""11_cost_of_goods_sold"", ""depth"": 0}, ""right"": {""leaf"": ""11_total_assets"", ""depth"": 0}, ""depth"": 1}","{""kind"": ""node"", ""node_id"": ""N0"", ""op"": ""diff"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}, ""right"": {""kind"": ""leaf"", ""name"": ""L1"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}}",-63871.0,1,1,1,725472676,624526372,2345,0.532,1,2,2,11_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Meridian Systems Inc,2025,USD,83722,11_total_assets,total_assets,total assets,Meridian Systems Inc,2025,USD,147593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,3,What is the maximum of the difference between the difference between non operating expenses for Ironclad Manufacturing in 2025 and non operating expenses for Ironclad Manufacturing in 2025 and the sum of non operating expenses for Ironclad Manufacturing in 2025 and non operating expenses for Ironclad Manufacturing in 2025 and non operating expenses for Ironclad Manufacturing in 2022?,"max(diff(diff(41_non_operating_expenses, 41_non_operating_expenses), sum(41_non_operating_expenses, 41_non_operating_expenses)), 38_non_operating_expenses)","{""op"": ""max"", ""left"": {""op"": ""diff"", ""left"": {""op"": ""diff"", ""left"": {""leaf"": ""41_non_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""41_non_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""right"": {""op"": ""sum"", ""left"": {""leaf"": ""41_non_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""41_non_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}, ""right"": {""leaf"": ""38_non_operating_expenses"", ""depth"": 0}, ""depth"": 3}","{""kind"": ""node"", ""node_id"": ""N3"", ""op"": ""max"", ""family"": ""amount"", ""depth"": 3, ""left"": {""kind"": ""node"", ""node_id"": ""N2"", ""op"": ""diff"", ""family"": ""amount"", ""depth"": 2, ""left"": {""kind"": ""node"", ""node_id"": ""N0"", ""op"": ""diff"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C4"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}, ""right"": {""kind"": ""leaf"", ""name"": ""L1"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C4"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}}, ""right"": {""kind"": ""node"", ""node_id"": ""N1"", ""op"": ""sum"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L2"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C4"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}, ""right"": {""kind"": ""leaf"", ""name"": ""L3"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C4"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}}}, ""right"": {""kind"": ""leaf"", ""name"": ""L4"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C5"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}, ""over_years_group"": ""Y2""}",78160.0,3,3,3,62928700,832202042,2345,0.419,4,5,5,41_non_operating_expenses,non_operating_expenses,non operating expenses,Ironclad Manufacturing,2025,USD,60220,41_non_operating_expenses,non_operating_expenses,non operating expenses,Ironclad Manufacturing,2025,USD,60220,41_non_operating_expenses,non_operating_expenses,non operating expenses,Ironclad Manufacturing,2025,USD,60220,41_non_operating_expenses,non_operating_expenses,non operating expenses,Ironclad Manufacturing,2025,USD,60220,38_non_operating_expenses,non_operating_expenses,non operating expenses,Ironclad Manufacturing,2022,USD,78160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,What is capex for Atlas Global Industries in 2022?,26_capex,"{""leaf"": ""26_capex"", ""depth"": 0}","{""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}",4078.0,0,0,0,680000362,328674506,2345,0.367,0,1,1,26_capex,capex,capex,Atlas Global Industries,2022,USD,4078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0,What is revenue for Crimson Pharmaceuticals in 2025?,89_revenue,"{""leaf"": ""89_revenue"", ""depth"": 0}","{""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}",797936.0,0,0,0,600237305,276126484,2345,0.349,0,1,1,89_revenue,revenue,revenue,Crimson Pharmaceuticals,2025,USD,797936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1,What is the sum of revenue for Apex Dynamics Corp in 2020 and total equity for Apex Dynamics Corp in 2020?,"sum(0_revenue, 0_total_equity)","{""op"": ""sum"", ""left"": {""leaf"": ""0_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""0_total_equity"", ""depth"": 0}, ""depth"": 1}","{""kind"": ""node"", ""node_id"": ""N0"", ""op"": ""sum"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}, ""right"": {""kind"": ""leaf"", ""name"": ""L1"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}}",92318.0,1,1,1,50473302,718260593,2345,0.301,1,2,2,0_revenue,revenue,revenue,Apex Dynamics Corp,2020,USD,67781,0_total_equity,total_equity,total equity,Apex Dynamics Corp,2020,USD,24537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2,"What is the average of total liabilities for Quantum Bridge Holdings in 2020, scaled by income tax for Quantum Bridge Holdings in 2020 and total liabilities for Quantum Bridge Holdings in 2023?","avg(mul(12_total_liabilities, 12_income_tax), 15_total_liabilities)","{""op"": ""avg"", ""left"": {""op"": ""mul"", ""left"": {""leaf"": ""12_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""12_income_tax"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""15_total_liabilities"", ""depth"": 0}, ""depth"": 2}","{""kind"": ""node"", ""node_id"": ""N1"", ""op"": ""avg"", ""family"": ""amount"", ""depth"": 2, ""left"": {""kind"": ""node"", ""node_id"": ""N0"", ""op"": ""mul"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C4"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}, ""right"": {""kind"": ""leaf"", ""name"": ""L1"", ""family"": ""ratio"", ""semantic_type_in"": [""ratio"", ""rate""], ""entity_group"": ""E1""}}, ""right"": {""kind"": ""leaf"", ""name"": ""L2"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C5"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}, ""over_years_group"": ""Y2""}",27686.014721590713,2,2,2,130124420,240363674,2345,0.621,2,3,3,12_total_liabilities,total_liabilities,total liabilities,Quantum Bridge Holdings,2020,USD,48679,12_income_tax,income_tax,income tax,Quantum Bridge Holdings,2020,ratio,0.157049845789384,15_total_liabilities,total_liabilities,total liabilities,Quantum Bridge Holdings,2023,USD,47727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,0,What is cash for SilverLine Retail Inc in 2024?,46_cash,"{""leaf"": ""46_cash"", ""depth"": 0}","{""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}",60999.0,0,0,0,159871671,259694888,2345,0.324,0,1,1,46_cash,cash,cash,SilverLine Retail Inc,2024,USD,60999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,0,What is revenue for SilverLine Retail Inc in 2023?,45_revenue,"{""leaf"": ""45_revenue"", ""depth"": 0}","{""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}",821170.0,2,0,0,66251181,662001782,2345,0.305,0,1,1,45_revenue,revenue,revenue,SilverLine Retail Inc,2023,USD,821170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
