question_id,depth,question,question_original,obstacle,useless_info_family_used,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value,leaf_7_key,leaf_7_concept,leaf_7_label,leaf_7_entity,leaf_7_period,leaf_7_unit,leaf_7_value,leaf_8_key,leaf_8_concept,leaf_8_label,leaf_8_entity,leaf_8_period,leaf_8_unit,leaf_8_value,leaf_9_key,leaf_9_concept,leaf_9_label,leaf_9_entity,leaf_9_period,leaf_9_unit,leaf_9_value,leaf_10_key,leaf_10_concept,leaf_10_label,leaf_10_entity,leaf_10_period,leaf_10_unit,leaf_10_value,leaf_11_key,leaf_11_concept,leaf_11_label,leaf_11_entity,leaf_11_period,leaf_11_unit,leaf_11_value
26,5,Whats the value of the the minimum of non operating expenses for ClearPath Logistics using values from 2020 through 2025 ?,,big_numbers,,"min(min(min(min(min(78_non_operating_expenses, 79_non_operating_expenses), 80_non_operating_expenses), 81_non_operating_expenses), 82_non_operating_expenses), 83_non_operating_expenses)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""78_non_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""79_non_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""80_non_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""81_non_operating_expenses"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""82_non_operating_expenses"", ""depth"": 0}, ""depth"": 4}, ""right"": {""leaf"": ""83_non_operating_expenses"", ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",3988337.0,5,0,5,98288909,208326427,100,0.477,0,1,6,78_non_operating_expenses,non_operating_expenses,non operating expenses,ClearPath Logistics,2020,M_USD,8031990.0,79_non_operating_expenses,non_operating_expenses,non operating expenses,ClearPath Logistics,2021,M_USD,7076626.0,80_non_operating_expenses,non_operating_expenses,non operating expenses,ClearPath Logistics,2022,M_USD,6090107.0,81_non_operating_expenses,non_operating_expenses,non operating expenses,ClearPath Logistics,2023,M_USD,7603264.0,82_non_operating_expenses,non_operating_expenses,non operating expenses,ClearPath Logistics,2024,M_USD,3988337.0,83_non_operating_expenses,non_operating_expenses,non operating expenses,ClearPath Logistics,2025,M_USD,8014720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,5,Calculate the sum of pretax income for SilverLine Retail Inc in 2023 and sum of the maximum of cash for SilverLine Retail Inc using values from 2021 through 2024 and gross profit for SilverLine Retail Inc in 2023,,big_numbers,,"sum(pretax_income, sum(max(max(max(43_cash, 44_cash), 45_cash), 46_cash), gross_profit))","{""op"": ""sum"", ""left"": {""derived"": ""pretax_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""45_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""45_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""45_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}, ""right"": {""leaf"": ""45_non_operating_expenses"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""right"": {""op"": ""sum"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""43_cash"", ""depth"": 0}, ""right"": {""leaf"": ""44_cash"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""45_cash"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""46_cash"", ""depth"": 0}, ""depth"": 3}, ""right"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""45_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""45_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""depth"": 4}, ""depth"": 5}","{""op"": ""sum"", ""left"": {""kind"": ""derived_concept"", ""name"": ""pretax_income"", ""depth"": 0}, ""right"": {""op"": ""sum"", ""left"": {""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}, ""right"": {""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}",66128155.0,5,2,5,766166170,349711044,100,0.555,2,3,10,45_revenue,revenue,revenue,SilverLine Retail Inc,2023,M_USD,82116829.0,45_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,SilverLine Retail Inc,2023,M_USD,41686736.0,45_operating_expenses,operating_expenses,operating expenses,SilverLine Retail Inc,2023,M_USD,6035031.0,45_non_operating_expenses,non_operating_expenses,non operating expenses,SilverLine Retail Inc,2023,M_USD,17772433.0,43_cash,cash,cash,SilverLine Retail Inc,2021,M_USD,7378512.0,44_cash,cash,cash,SilverLine Retail Inc,2022,M_USD,9075433.0,45_cash,cash,cash,SilverLine Retail Inc,2023,M_USD,6382416.0,46_cash,cash,cash,SilverLine Retail Inc,2024,M_USD,6099904.0,45_revenue,revenue,revenue,SilverLine Retail Inc,2023,M_USD,82116829.0,45_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,SilverLine Retail Inc,2023,M_USD,41686736.0,,,,,,,
28,5,Calculate the the maximum of accounts receivable for SilverLine Retail Inc using values from 2020 through 2025 .,,big_numbers,,"max(max(max(max(max(42_accounts_receivable, 43_accounts_receivable), 44_accounts_receivable), 45_accounts_receivable), 46_accounts_receivable), 47_accounts_receivable)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""42_accounts_receivable"", ""depth"": 0}, ""right"": {""leaf"": ""43_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""44_accounts_receivable"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""45_accounts_receivable"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""46_accounts_receivable"", ""depth"": 0}, ""depth"": 4}, ""right"": {""leaf"": ""47_accounts_receivable"", ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",10139162.0,5,0,5,770486340,234183961,100,0.357,0,1,6,42_accounts_receivable,accounts_receivable,accounts receivable,SilverLine Retail Inc,2020,M_USD,5457592.0,43_accounts_receivable,accounts_receivable,accounts receivable,SilverLine Retail Inc,2021,M_USD,8456155.0,44_accounts_receivable,accounts_receivable,accounts receivable,SilverLine Retail Inc,2022,M_USD,3642150.0,45_accounts_receivable,accounts_receivable,accounts receivable,SilverLine Retail Inc,2023,M_USD,10139162.0,46_accounts_receivable,accounts_receivable,accounts receivable,SilverLine Retail Inc,2024,M_USD,8082937.0,47_accounts_receivable,accounts_receivable,accounts receivable,SilverLine Retail Inc,2025,M_USD,9143125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,5,what would be the difference between longterm assets and longterm liabilities for Cobalt Semiconductor in 2023 ?,,big_numbers,,"diff(longterm_assets, longterm_liabilities)","{""op"": ""diff"", ""left"": {""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""69_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""69_cash"", ""depth"": 0}, ""right"": {""leaf"": ""69_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""69_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""69_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}, ""right"": {""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""69_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""69_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""depth"": 5}","{""op"": ""diff"", ""left"": {""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}, ""right"": {""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",1905254.0,5,1,5,641684531,756884914,100,0.434,1,2,7,69_total_assets,total_assets,total assets,Cobalt Semiconductor,2023,M_USD,6572738.0,69_cash,cash,cash,Cobalt Semiconductor,2023,M_USD,720422.0,69_accounts_receivable,accounts_receivable,accounts receivable,Cobalt Semiconductor,2023,M_USD,468620.0,69_inventories,inventories,inventories,Cobalt Semiconductor,2023,M_USD,91193.0,69_short_term_investments,short_term_investments,short term investments,Cobalt Semiconductor,2023,M_USD,466630.0,69_total_liabilities,total_liabilities,total liabilities,Cobalt Semiconductor,2023,M_USD,4494038.0,69_current_liabilities,current_liabilities,current liabilities,Cobalt Semiconductor,2023,M_USD,1573419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,5,which result follows from the average capex for Ironclad Manufacturing across years 2020 through 2024 ?,,big_numbers,,"ratio(sum(sum(sum(sum(36_capex, 37_capex), 38_capex), 39_capex), 40_capex), 5.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""36_capex"", ""depth"": 0}, ""right"": {""leaf"": ""37_capex"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""38_capex"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""39_capex"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""40_capex"", ""depth"": 0}, ""depth"": 4}, ""right"": {""literal"": 5.0, ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",2331504.4,5,0,5,523368580,533679045,100,0.578,0,1,5,36_capex,capex,capex,Ironclad Manufacturing,2020,M_USD,1784066.0,37_capex,capex,capex,Ironclad Manufacturing,2021,M_USD,3028401.0,38_capex,capex,capex,Ironclad Manufacturing,2022,M_USD,3413246.0,39_capex,capex,capex,Ironclad Manufacturing,2023,M_USD,2289065.0,40_capex,capex,capex,Ironclad Manufacturing,2024,M_USD,1142744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,5,compute the the maximum of dividends paid for Quantum Bridge Holdings using values from 2020 through 2025.,,big_numbers,,"max(max(max(max(max(12_dividends_paid, 13_dividends_paid), 14_dividends_paid), 15_dividends_paid), 16_dividends_paid), 17_dividends_paid)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""12_dividends_paid"", ""depth"": 0}, ""right"": {""leaf"": ""13_dividends_paid"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""14_dividends_paid"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""15_dividends_paid"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""16_dividends_paid"", ""depth"": 0}, ""depth"": 4}, ""right"": {""leaf"": ""17_dividends_paid"", ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",1207571.0,5,0,5,377708509,730276273,100,0.25,0,1,6,12_dividends_paid,dividends_paid,dividends paid,Quantum Bridge Holdings,2020,M_USD,12873.0,13_dividends_paid,dividends_paid,dividends paid,Quantum Bridge Holdings,2021,M_USD,106516.0,14_dividends_paid,dividends_paid,dividends paid,Quantum Bridge Holdings,2022,M_USD,461286.0,15_dividends_paid,dividends_paid,dividends paid,Quantum Bridge Holdings,2023,M_USD,1207571.0,16_dividends_paid,dividends_paid,dividends paid,Quantum Bridge Holdings,2024,M_USD,1156046.0,17_dividends_paid,dividends_paid,dividends paid,Quantum Bridge Holdings,2025,M_USD,20353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,5,Which quantity is given by the the minimum of short term investments for Meridian Systems Inc using values from 2020 through 2025 ?,,big_numbers,,"min(min(min(min(min(6_short_term_investments, 7_short_term_investments), 8_short_term_investments), 9_short_term_investments), 10_short_term_investments), 11_short_term_investments)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""6_short_term_investments"", ""depth"": 0}, ""right"": {""leaf"": ""7_short_term_investments"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""8_short_term_investments"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""9_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""10_short_term_investments"", ""depth"": 0}, ""depth"": 4}, ""right"": {""leaf"": ""11_short_term_investments"", ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",557777.0,5,0,5,754784850,674560764,100,0.133,0,1,6,6_short_term_investments,short_term_investments,short term investments,Meridian Systems Inc,2020,M_USD,1471106.0,7_short_term_investments,short_term_investments,short term investments,Meridian Systems Inc,2021,M_USD,1611253.0,8_short_term_investments,short_term_investments,short term investments,Meridian Systems Inc,2022,M_USD,1088783.0,9_short_term_investments,short_term_investments,short term investments,Meridian Systems Inc,2023,M_USD,681624.0,10_short_term_investments,short_term_investments,short term investments,Meridian Systems Inc,2024,M_USD,557777.0,11_short_term_investments,short_term_investments,short term investments,Meridian Systems Inc,2025,M_USD,2149826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,5,may you give the difference between longterm assets and cost of goods sold for Orion Financial Group in 2024 ?,,big_numbers,,"diff(longterm_assets, 58_cost_of_goods_sold)","{""op"": ""diff"", ""left"": {""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""58_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""58_cash"", ""depth"": 0}, ""right"": {""leaf"": ""58_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""58_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""58_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}, ""right"": {""leaf"": ""58_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 5}","{""op"": ""diff"", ""left"": {""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",8623279.0,5,1,5,708419923,277287089,100,0.282,1,2,6,58_total_assets,total_assets,total assets,Orion Financial Group,2024,M_USD,26921759.0,58_cash,cash,cash,Orion Financial Group,2024,M_USD,5830373.0,58_accounts_receivable,accounts_receivable,accounts receivable,Orion Financial Group,2024,M_USD,1214426.0,58_inventories,inventories,inventories,Orion Financial Group,2024,M_USD,822078.0,58_short_term_investments,short_term_investments,short term investments,Orion Financial Group,2024,M_USD,2687831.0,58_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Orion Financial Group,2024,M_USD,7743772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,5,whats the value of the average current liabilities for ClearPath Logistics across years 2021 through 2025?,,big_numbers,,"ratio(sum(sum(sum(sum(79_current_liabilities, 80_current_liabilities), 81_current_liabilities), 82_current_liabilities), 83_current_liabilities), 5.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""79_current_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""80_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""81_current_liabilities"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""82_current_liabilities"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""83_current_liabilities"", ""depth"": 0}, ""depth"": 4}, ""right"": {""literal"": 5.0, ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",15518131.6,5,0,5,634653225,428355747,100,0.338,0,1,5,79_current_liabilities,current_liabilities,current liabilities,ClearPath Logistics,2021,M_USD,16923275.0,80_current_liabilities,current_liabilities,current liabilities,ClearPath Logistics,2022,M_USD,6319828.0,81_current_liabilities,current_liabilities,current liabilities,ClearPath Logistics,2023,M_USD,7782150.0,82_current_liabilities,current_liabilities,current liabilities,ClearPath Logistics,2024,M_USD,25588889.0,83_current_liabilities,current_liabilities,current liabilities,ClearPath Logistics,2025,M_USD,20976516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,5,What would be the difference between the maximum of capex for Cobalt Semiconductor using values from 2022 through 2025 and longterm assets for Cobalt Semiconductor in 2025?,,big_numbers,,"diff(max(max(max(68_capex, 69_capex), 70_capex), 71_capex), longterm_assets)","{""op"": ""diff"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""68_capex"", ""depth"": 0}, ""right"": {""leaf"": ""69_capex"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""70_capex"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""71_capex"", ""depth"": 0}, ""depth"": 3}, ""right"": {""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""71_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""71_cash"", ""depth"": 0}, ""right"": {""leaf"": ""71_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""71_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""71_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}, ""depth"": 5}","{""op"": ""diff"", ""left"": {""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}, ""right"": {""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",-2825546.0,5,1,5,859818154,166817722,100,0.434,1,2,9,68_capex,capex,capex,Cobalt Semiconductor,2022,M_USD,252016.0,69_capex,capex,capex,Cobalt Semiconductor,2023,M_USD,502061.0,70_capex,capex,capex,Cobalt Semiconductor,2024,M_USD,425657.0,71_capex,capex,capex,Cobalt Semiconductor,2025,M_USD,463364.0,71_total_assets,total_assets,total assets,Cobalt Semiconductor,2025,M_USD,5165770.0,71_cash,cash,cash,Cobalt Semiconductor,2025,M_USD,522289.0,71_accounts_receivable,accounts_receivable,accounts receivable,Cobalt Semiconductor,2025,M_USD,758914.0,71_inventories,inventories,inventories,Cobalt Semiconductor,2025,M_USD,187262.0,71_short_term_investments,short_term_investments,short term investments,Cobalt Semiconductor,2025,M_USD,369698.0,,,,,,,,,,,,,,
36,5,Whats the value of the sum of sum of gross profit for ClearPath Logistics in 2021 and the maximum of cash for ClearPath Logistics using values from 2021 through 2024 and the minimum of total equity for ClearPath Logistics using values from 2023 through 2025 ?,,big_numbers,,"sum(sum(gross_profit, max(max(max(79_cash, 80_cash), 81_cash), 82_cash)), min(min(81_total_equity, 82_total_equity), 83_total_equity))","{""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""79_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""79_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""79_cash"", ""depth"": 0}, ""right"": {""leaf"": ""80_cash"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""81_cash"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""82_cash"", ""depth"": 0}, ""depth"": 3}, ""depth"": 4}, ""right"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""81_total_equity"", ""depth"": 0}, ""right"": {""leaf"": ""82_total_equity"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""83_total_equity"", ""depth"": 0}, ""depth"": 2}, ""depth"": 5}","{""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}, ""right"": {""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""right"": {""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}, ""depth"": 2, ""kind"": ""node""}",47791447.0,5,2,5,90911084,499393683,100,0.279,2,3,9,79_revenue,revenue,revenue,ClearPath Logistics,2021,M_USD,51468428.0,79_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,ClearPath Logistics,2021,M_USD,36408138.0,79_cash,cash,cash,ClearPath Logistics,2021,M_USD,9713949.0,80_cash,cash,cash,ClearPath Logistics,2022,M_USD,9253283.0,81_cash,cash,cash,ClearPath Logistics,2023,M_USD,15325839.0,82_cash,cash,cash,ClearPath Logistics,2024,M_USD,10493104.0,81_total_equity,total_equity,total equity,ClearPath Logistics,2023,M_USD,41821879.0,82_total_equity,total_equity,total equity,ClearPath Logistics,2024,M_USD,17405318.0,83_total_equity,total_equity,total equity,ClearPath Logistics,2025,M_USD,20597592.0,,,,,,,,,,,,,,
37,5,What do we obtain as the sum of the maximum of revenue for Crimson Pharmaceuticals using values from 2021 through 2022 and the minimum of accounts receivable for Crimson Pharmaceuticals using values from 2021 through 2025 ?,,big_numbers,,"sum(max(85_revenue, 86_revenue), min(min(min(min(85_accounts_receivable, 86_accounts_receivable), 87_accounts_receivable), 88_accounts_receivable), 89_accounts_receivable))","{""op"": ""sum"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""85_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""86_revenue"", ""depth"": 0}, ""depth"": 1}, ""right"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""85_accounts_receivable"", ""depth"": 0}, ""right"": {""leaf"": ""86_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""87_accounts_receivable"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""88_accounts_receivable"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""89_accounts_receivable"", ""depth"": 0}, ""depth"": 4}, ""depth"": 5}","{""op"": ""sum"", ""left"": {""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}, ""right"": {""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",64766006.0,5,1,5,740694486,634341478,100,0.343,1,2,7,85_revenue,revenue,revenue,Crimson Pharmaceuticals,2021,M_USD,55023840.0,86_revenue,revenue,revenue,Crimson Pharmaceuticals,2022,M_USD,61678732.0,85_accounts_receivable,accounts_receivable,accounts receivable,Crimson Pharmaceuticals,2021,M_USD,4536714.0,86_accounts_receivable,accounts_receivable,accounts receivable,Crimson Pharmaceuticals,2022,M_USD,6411315.0,87_accounts_receivable,accounts_receivable,accounts receivable,Crimson Pharmaceuticals,2023,M_USD,3087274.0,88_accounts_receivable,accounts_receivable,accounts receivable,Crimson Pharmaceuticals,2024,M_USD,7867435.0,89_accounts_receivable,accounts_receivable,accounts receivable,Crimson Pharmaceuticals,2025,M_USD,5508646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,5,You should give the average short term investments for Apex Dynamics Corp across years 2020 through 2024 .,,big_numbers,,"ratio(sum(sum(sum(sum(0_short_term_investments, 1_short_term_investments), 2_short_term_investments), 3_short_term_investments), 4_short_term_investments), 5.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""0_short_term_investments"", ""depth"": 0}, ""right"": {""leaf"": ""1_short_term_investments"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""2_short_term_investments"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""3_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""4_short_term_investments"", ""depth"": 0}, ""depth"": 4}, ""right"": {""literal"": 5.0, ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",1170967.2,5,0,5,947107281,619347823,100,0.234,0,1,5,0_short_term_investments,short_term_investments,short term investments,Apex Dynamics Corp,2020,M_USD,669561.0,1_short_term_investments,short_term_investments,short term investments,Apex Dynamics Corp,2021,M_USD,821274.0,2_short_term_investments,short_term_investments,short term investments,Apex Dynamics Corp,2022,M_USD,2705872.0,3_short_term_investments,short_term_investments,short term investments,Apex Dynamics Corp,2023,M_USD,605442.0,4_short_term_investments,short_term_investments,short term investments,Apex Dynamics Corp,2024,M_USD,1052687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
