cik,name,sic,sic_description,fiscal_year_end,state,entity_type,fy_month,fy_month_name,industry
1400891,"iHeartMedia, Inc.",4832,Radio Broadcasting Stations,1231,,operating,12,Dec,Transportation
2084698,KHEOBA Ltd,7371,Services-Computer Programming Services,1031,D8,other,10,Oct,Software & IT Services
2094496,"Securitize Holdings, Inc.",6199,Finance Services,1231,DE,other,12,Dec,Credit & Finance
1808220,"GoHealth, Inc.",6411,"Insurance Agents, Brokers & Service",1231,DE,operating,12,Dec,Insurance
1173643,TRX GOLD Corp,1040,Gold and Silver Ores,0831,A0,other,8,Aug,Mining & Energy
1898795,"LiveWire Group, Inc.",3751,"Motorcycles, Bicycles & Parts",1231,DE,operating,12,Dec,Transportation Equipment
1439288,Zurn Elkay Water Solutions Corp,3560,General Industrial Machinery & Equipment,1231,DE,operating,12,Dec,Manufacturing (Other)
1049502,MKS INC,3823,"Industrial Instruments For Measurement, Display, and Control",1231,MA,operating,12,Dec,Instruments & Medical Devices
1505497,"BioRestorative Therapies, Inc.",8090,"Services-Misc Health & Allied Services, NEC",1231,NV,operating,12,Dec,Healthcare Services
2073804,TCL Electronics Holdings Limited/ADR,0,,1231,E9,other,12,Dec,Unknown
1473490,"Global AI, Inc.",5960,Retail-Nonstore Retailers,1231,NV,operating,12,Dec,Retail (Misc)
1158838,ADVANTEST CORP,3674,Semiconductors & Related Devices,1231,M0,other,12,Dec,Electronics & Tech Hardware
1475115,"Eventbrite, Inc.",7370,"Services-Computer Programming, Data Processing, Etc.",1231,DE,operating,12,Dec,Software & IT Services
2095292,Brava Energia S.A.,0,,1231,D5,other,12,Dec,Unknown
1659323,Iterum Therapeutics plc,2834,Pharmaceutical Preparations,1231,L2,operating,12,Dec,Chemicals & Pharma
1817083,Electric Royalties Ltd.,0,,1231,A1,other,12,Dec,Unknown
1231346,SEABRIDGE GOLD INC,1040,Gold and Silver Ores,1231,A6,other,12,Dec,Mining & Energy
885978,U S PHYSICAL THERAPY INC /NV,8000,Services-Health Services,1231,NV,operating,12,Dec,Healthcare Services
1842939,"Longevity Health Holdings, Inc.",2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",1231,CA,operating,12,Dec,Chemicals & Pharma
1845097,Ardagh Metal Packaging S.A.,3411,Metal Cans,1231,N4,other,12,Dec,Manufacturing (Other)
1259429,Oxford Square Capital Corp.,0,,1231,MD,operating,12,Dec,Unknown
1421461,"Intrepid Potash, Inc.",1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),1231,DE,operating,12,Dec,Mining & Energy
1826000,"Latch, Inc.",5072,Wholesale-Hardware,1231,DE,operating,12,Dec,Wholesale
1648087,AMERICAN REBEL HOLDINGS INC,3490,Miscellaneous Fabricated Metal Products,1231,NV,operating,12,Dec,Manufacturing (Other)
1868941,"Fluence Energy, Inc.",3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",0930,,operating,9,Sep,Electronics & Tech Hardware
1996493,Sucro Ltd,0,,1231,E9,other,12,Dec,Unknown
1947016,"Starfighters Space, Inc.",4512,"Air Transportation, Scheduled",1231,DE,operating,12,Dec,Airlines
748691,KOREA FUND INC,0,,0630,MD,other,6,Jun,Unknown
1808898,Benitec Biopharma Inc.,2834,Pharmaceutical Preparations,0630,DE,operating,6,Jun,Chemicals & Pharma
866729,SCHOLASTIC CORP,2731,Books: Publishing or  Publishing & Printing,0531,DE,operating,5,May,Manufacturing (Other)
2091222,Space Asset Acquisition Corp.,6770,Blank Checks,1231,E9,other,12,Dec,Holding Companies
2083785,"Sunbelt Rentals Holdings, Inc.",7359,"Services-Equipment Rental & Leasing, NEC",0430,DE,operating,4,Apr,Personal Services
1994238,Borealis Mining Co Ltd,0,,1231,Z4,other,12,Dec,Unknown
1762239,"Kaival Brands Innovations Group, Inc.",5960,Retail-Nonstore Retailers,1031,,operating,10,Oct,Retail (Misc)
1618673,Performance Food Group Co,5141,"Wholesale-Groceries, General Line",0627,DE,operating,6,Jun,Wholesale
1468327,"Rent the Runway, Inc.",5990,"Retail-Retail Stores, NEC",0131,DE,operating,1,Jan,Retail (Misc)
875729,BION ENVIRONMENTAL TECHNOLOGIES INC,2870,Agricultural Chemicals,0630,CO,operating,6,Jun,Chemicals & Pharma
92122,SOUTHERN CO,4911,Electric Services,1231,DE,operating,12,Dec,Utilities
1643918,Biodexa Pharmaceuticals Plc,2834,Pharmaceutical Preparations,1231,X0,other,12,Dec,Chemicals & Pharma
1046025,HERITAGE FINANCIAL CORP /WA/,6036,"Savings Institutions, Not Federally Chartered",1231,WA,operating,12,Dec,Banking
806517,PSYCHEMEDICS CORP,8071,Services-Medical Laboratories,1231,DE,operating,12,Dec,Healthcare Services
1819928,"DoubleVerify Holdings, Inc.",7370,"Services-Computer Programming, Data Processing, Etc.",1231,DE,operating,12,Dec,Software & IT Services
945983,"Climb Global Solutions, Inc.",5045,Wholesale-Computers & Peripheral Equipment & Software,1231,DE,operating,12,Dec,Wholesale
1527753,"Personalis, Inc.",8071,Services-Medical Laboratories,1231,DE,operating,12,Dec,Healthcare Services
2013186,TNL Mediagene,7310,Services-Advertising,1231,E9,other,12,Dec,Personal Services
1981599,"Centuri Holdings, Inc.",4923,Natural Gas Transmisison & Distribution,1228,DE,operating,12,Dec,Utilities
1815776,"LENZ Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",1231,DE,operating,12,Dec,Chemicals & Pharma
924383,Genasys Inc.,3651,Household Audio & Video Equipment,0930,DE,operating,9,Sep,Electronics & Tech Hardware
1589526,Blue Bird Corp,3713,Truck & Bus Bodies,0927,,operating,9,Sep,Transportation Equipment
1660280,"Tenable Holdings, Inc.",7372,Services-Prepackaged Software,1231,DE,operating,12,Dec,Software & IT Services
1262976,CIMPRESS plc,2750,Commercial Printing,0630,L2,operating,6,Jun,Manufacturing (Other)
2079706,"Mitsubishi Gas Chemical Company, Inc./ADR",0,,1231,M0,other,12,Dec,Unknown
1563696,Eaton Vance Municipal Income 2028 Term Trust,0,,0131,MA,other,1,Jan,Unknown
1554697,"PGIM Global High Yield Fund, Inc.",0,,0731,,other,7,Jul,Unknown
2044635,Gesher Acquisition Corp. II,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
10795,BECTON DICKINSON & CO,3841,Surgical & Medical Instruments & Apparatus,0930,NJ,operating,9,Sep,Instruments & Medical Devices
1733968,West Red Lake Gold Mines Ltd.,0,,1130,A1,other,11,Nov,Unknown
1091587,ABB LTD,3613,Switchgear & Switchboard Apparatus,1231,,other,12,Dec,Electronics & Tech Hardware
1874315,Satellogic Inc.,3663,Radio & Tv Broadcasting & Communications Equipment,1231,D8,operating,12,Dec,Electronics & Tech Hardware
1584831,OXBRIDGE RE HOLDINGS Ltd,6331,"Fire, Marine & Casualty Insurance",1231,E9,operating,12,Dec,Insurance
1821424,Ucommune International Ltd,7389,"Services-Business Services, NEC",1231,E9,other,12,Dec,Personal Services
1385818,"AYTU BIOPHARMA, INC",2834,Pharmaceutical Preparations,0630,DE,operating,6,Jun,Chemicals & Pharma
1736243,"Acurx Pharmaceuticals, Inc.",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
1590955,"Paycom Software, Inc.",7372,Services-Prepackaged Software,1231,DE,operating,12,Dec,Software & IT Services
1741530,"Qfin Holdings, Inc.",6199,Finance Services,1231,E9,other,12,Dec,Credit & Finance
1947244,U.S. GoldMining Inc.,1040,Gold and Silver Ores,1231,NV,operating,12,Dec,Mining & Energy
2041610,Paramount Skydance Corp,4833,Television Broadcasting Stations,1231,DE,operating,12,Dec,Transportation
1179821,BIRKS GROUP INC.,5944,Retail-Jewelry Stores,0330,,other,3,Mar,Retail (Misc)
1370816,"FBC Holding, Inc.",5600,Retail-Apparel & Accessory Stores,0331,NV,operating,3,Mar,Retail (Apparel)
1284454,"Nongfu Shop Digital New Retail Co., Ltd",3714,Motor Vehicle Parts & Accessories,1231,,operating,12,Dec,Transportation Equipment
1770236,MOVING iMAGE TECHNOLOGIES INC.,3861,Photographic Equipment & Supplies,0630,DE,operating,6,Jun,Instruments & Medical Devices
85961,RYDER SYSTEM INC,7510,Services-Auto Rental & Leasing (No Drivers),1231,FL,operating,12,Dec,Personal Services
810943,HIGH INCOME SECURITIES FUND,0,,0831,MD,other,8,Aug,Unknown
1791706,Li Auto Inc.,3711,Motor Vehicles & Passenger Car Bodies,1231,E9,other,12,Dec,Transportation Equipment
2063116,SCSK Corporation/ADR,0,,1231,M0,other,12,Dec,Unknown
1266806,"Vivani Medical, Inc.",3845,Electromedical & Electrotherapeutic Apparatus,1231,DE,operating,12,Dec,Instruments & Medical Devices
1649096,Clipper Realty Inc.,6798,Real Estate Investment Trusts,1231,MD,operating,12,Dec,Holding Companies
1825452,"Onfolio Holdings, Inc",7374,Services-Computer Processing & Data Preparation,1231,DE,operating,12,Dec,Software & IT Services
1637147,"zSpace, Inc.",7372,Services-Prepackaged Software,1231,DE,operating,12,Dec,Software & IT Services
1385157,TE Connectivity plc,5065,"Wholesale-Electronic Parts & Equipment, NEC",0925,,operating,9,Sep,Wholesale
1423689,AGNC Investment Corp.,6798,Real Estate Investment Trusts,1231,,operating,12,Dec,Holding Companies
1786248,"NexPoint Real Estate Finance, Inc.",6798,Real Estate Investment Trusts,1231,MD,operating,12,Dec,Holding Companies
1674440,AIRWA INC.,7370,"Services-Computer Programming, Data Processing, Etc.",0430,DE,operating,4,Apr,Software & IT Services
791908,XOMA Royalty Corp,2834,Pharmaceutical Preparations,1231,NV,operating,12,Dec,Chemicals & Pharma
1546853,"Skkynet Cloud Systems, Inc.",7372,Services-Prepackaged Software,1031,NV,operating,10,Oct,Software & IT Services
1946021,Horizon Space Acquisition I Corp.,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1604174,Eagle Point Credit Co Inc.,0,,1231,DE,other,12,Dec,Unknown
1293135,VERMILION ENERGY INC.,1311,Crude Petroleum & Natural Gas,1231,A0,other,12,Dec,Mining & Energy
1284812,"COHEN & STEERS, INC.",6282,Investment Advice,1231,DE,operating,12,Dec,Securities & Brokers
1854963,"SHF Holdings, Inc.",6199,Finance Services,1231,DE,operating,12,Dec,Credit & Finance
835662,"AiXin Life International, Inc.",5912,Retail-Drug Stores and Proprietary Stores,1231,CO,operating,12,Dec,Retail (Misc)
106040,WESTERN DIGITAL CORP,3572,Computer Storage Devices,0703,DE,operating,7,Jul,Manufacturing (Other)
813298,"DESTINATION XL GROUP, INC.",5651,Retail-Family Clothing Stores,0131,DE,operating,1,Jan,Retail (Apparel)
2030829,PANTAGES CAPITAL ACQUISITION Corp,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1603652,Urgent.ly Inc.,7374,Services-Computer Processing & Data Preparation,1231,DE,operating,12,Dec,Software & IT Services
1514056,Titan Environmental Solutions Inc.,7371,Services-Computer Programming Services,1231,NV,operating,12,Dec,Software & IT Services
895728,ENBRIDGE INC,4610,Pipe Lines (No Natural Gas),1231,A0,operating,12,Dec,Transportation
1762303,"AVITA Medical, Inc.",3841,Surgical & Medical Instruments & Apparatus,1231,DE,operating,12,Dec,Instruments & Medical Devices
1525769,"Dave & Buster's Entertainment, Inc.",5812,Retail-Eating  Places,0202,DE,operating,2,Feb,Retail (Other)
1543418,Trilogy Metals Inc.,1040,Gold and Silver Ores,1130,A1,operating,11,Nov,Mining & Energy
49600,EASTGROUP PROPERTIES INC,6798,Real Estate Investment Trusts,1231,MD,operating,12,Dec,Holding Companies
315374,HURCO COMPANIES INC,3823,"Industrial Instruments For Measurement, Display, and Control",1031,IN,operating,10,Oct,Instruments & Medical Devices
2012383,"BlackRock, Inc.",6211,"Security Brokers, Dealers & Flotation Companies",1231,DE,operating,12,Dec,Securities & Brokers
1974044,MoneyHero Ltd,7389,"Services-Business Services, NEC",1231,E9,other,12,Dec,Personal Services
1956741,"CleanCore Solutions, Inc.",2842,"Specialty Cleaning, Polishing and Sanitation Preparations",0630,NV,operating,6,Jun,Chemicals & Pharma
1108426,TXNM ENERGY INC,4911,Electric Services,1231,NM,operating,12,Dec,Utilities
2045300,Prince Silver Corp.,0,,0731,A1,other,7,Jul,Unknown
1625414,Baozun Inc.,5961,Retail-Catalog & Mail-Order Houses,1231,E9,other,12,Dec,Retail (Misc)
1817713,"Janux Therapeutics, Inc.",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
2035644,Range Capital Acquisition Corp.,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1552000,MPLX LP,4610,Pipe Lines (No Natural Gas),1231,,operating,12,Dec,Transportation
1698991,"Accel Entertainment, Inc.",7900,Services-Amusement & Recreation Services,1231,DE,operating,12,Dec,Personal Services
1497645,"Summit Hotel Properties, Inc.",6798,Real Estate Investment Trusts,1231,MD,operating,12,Dec,Holding Companies
1688568,DXC Technology Co,7374,Services-Computer Processing & Data Preparation,0331,NV,operating,3,Mar,Software & IT Services
2024203,Cayson Acquisition Corp,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1291855,SuperCom Ltd,3674,Semiconductors & Related Devices,1231,L3,other,12,Dec,Electronics & Tech Hardware
1527590,Ready Capital Corp,6798,Real Estate Investment Trusts,1231,MD,operating,12,Dec,Holding Companies
1736734,Lendbuzz Inc.,6141,Personal Credit Institutions,1231,DE,other,12,Dec,Credit & Finance
845877,FEDERAL AGRICULTURAL MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies,1231,,operating,12,Dec,Credit & Finance
1726978,"Goosehead Insurance, Inc.",6411,"Insurance Agents, Brokers & Service",1231,DE,operating,12,Dec,Insurance
1438133,TANDEM DIABETES CARE INC,3841,Surgical & Medical Instruments & Apparatus,1231,DE,operating,12,Dec,Instruments & Medical Devices
313616,DANAHER CORP /DE/,3823,"Industrial Instruments For Measurement, Display, and Control",1231,DE,operating,12,Dec,Instruments & Medical Devices
2093507,"Pelican Holdco, Inc.",1381,Drilling Oil & Gas Wells,0131,TX,other,1,Jan,Mining & Energy
1565687,"Intapp, Inc.",7372,Services-Prepackaged Software,0630,DE,operating,6,Jun,Software & IT Services
714310,VALLEY NATIONAL BANCORP,6021,National Commercial Banks,1231,NJ,operating,12,Dec,Banking
750577,HANCOCK WHITNEY CORP,6022,State Commercial Banks,1231,MS,operating,12,Dec,Banking
1297937,"PARKS AMERICA, INC",7990,Services-Miscellaneous Amusement & Recreation,0928,NV,operating,9,Sep,Personal Services
1162283,MORGAN GROUP HOLDING CO,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services",1231,,operating,12,Dec,Securities & Brokers
1799191,"Oncology Institute, Inc.",8011,Services-Offices & Clinics of  Doctors of  Medicine,1231,DE,operating,12,Dec,Healthcare Services
1464790,"BRC Group Holdings, Inc.",6282,Investment Advice,1231,DE,operating,12,Dec,Securities & Brokers
821130,"ARRAY DIGITAL INFRASTRUCTURE, INC.",4812,Radiotelephone Communications,1231,DE,operating,12,Dec,Transportation
352955,"CKX LANDS, INC.",1311,Crude Petroleum & Natural Gas,1231,LA,operating,12,Dec,Mining & Energy
2043766,Globa Terra Acquisition Corp,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
2002473,Bowhead Specialty Holdings Inc.,6331,"Fire, Marine & Casualty Insurance",1231,DE,operating,12,Dec,Insurance
1465740,TWO HARBORS INVESTMENT CORP.,6798,Real Estate Investment Trusts,1231,MD,operating,12,Dec,Holding Companies
1801169,Opendoor Technologies Inc.,6531,Real Estate Agents & Managers (For Others),1231,,operating,12,Dec,Real Estate
2080003,MELIUZ S.A.,0,,1231,D5,other,12,Dec,Unknown
1005229,COLUMBUS MCKINNON CORP,3531,Construction Machinery & Equip,0331,NY,operating,3,Mar,Manufacturing (Other)
1031093,"SILVER BULL RESOURCES, INC.",1000,Metal Mining,1031,NV,operating,10,Oct,Mining & Energy
1140102,"HireQuest, Inc.",7363,Services-Help Supply Services,1231,,operating,12,Dec,Personal Services
36840,"FIRST REAL ESTATE INVESTMENT TRUST OF NEW JERSEY, INC.",6798,Real Estate Investment Trusts,1031,NJ,operating,10,Oct,Holding Companies
2107989,Keisei Electric Railway Co. Ltd/ADR,0,,0331,M0,other,3,Mar,Unknown
1050915,"QUANTA SERVICES, INC.",1731,Electrical Work,1231,DE,operating,12,Dec,Construction
109380,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/",6021,National Commercial Banks,1231,UT,operating,12,Dec,Banking
2078653,Range Capital Acquisition Corp II,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1383151,Invesco DB US Dollar Index Bullish Fund,6221,Commodity Contracts Brokers & Dealers,1231,DE,operating,12,Dec,Securities & Brokers
1822989,Lasertec Corporation/ADR,0,,1231,M0,other,12,Dec,Unknown
1495320,"Vera Bradley, Inc.",3100,Leather & Leather Products,0131,,operating,1,Jan,Manufacturing (Other)
1609550,"Inspire Medical Systems, Inc.",3841,Surgical & Medical Instruments & Apparatus,1231,DE,operating,12,Dec,Instruments & Medical Devices
65770,"MICROVISION, INC.",3679,"Electronic Components, NEC",1231,DE,operating,12,Dec,Electronics & Tech Hardware
1781629,"Ankam, Inc.",7371,Services-Computer Programming Services,1130,NV,operating,11,Nov,Software & IT Services
949961,INCOME OPPORTUNITY REALTY INVESTORS INC /TX/,6798,Real Estate Investment Trusts,1231,NV,operating,12,Dec,Holding Companies
1771755,Sekur Private Data Ltd.,4822,Telegraph & Other Message Communications,1231,A1,other,12,Dec,Transportation
1437578,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,8351,Services-Child Day Care Services,1231,,operating,12,Dec,Professional Services
1869137,MineHub Technologies Inc.,0,,0131,A1,other,1,Jan,Unknown
277509,FEDERAL SIGNAL CORP /DE/,3711,Motor Vehicles & Passenger Car Bodies,1231,DE,operating,12,Dec,Transportation Equipment
1694426,"Delek US Holdings, Inc.",2911,Petroleum Refining,1231,DE,operating,12,Dec,Petroleum Refining
2110583,ASELSAN Elektronik Sanayi ve Ticaret Anonim Sirketi/ADR,0,,1225,W8,other,12,Dec,Unknown
1420529,ATA Creativity Global,8200,Services-Educational Services,1231,E9,other,12,Dec,Education
2094073,Clearthink 1 Acquisition Corp.,6770,Blank Checks,1231,E9,other,12,Dec,Holding Companies
1789192,Nexentis Technologies Inc.,2870,Agricultural Chemicals,1231,NV,operating,12,Dec,Chemicals & Pharma
1869974,"Ocean Biomedical, Inc.",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
2050501,Blue Water Acquisition Corp. III,6770,Blank Checks,1231,,operating,12,Dec,Holding Companies
1729637,Karbon-X Corp.,2844,"Perfumes, Cosmetics & Other Toilet Preparations",0531,NV,operating,5,May,Chemicals & Pharma
2033522,IWAC Holding Co Inc.,5960,Retail-Nonstore Retailers,1231,,other,12,Dec,Retail (Misc)
1572616,"FRACTYL HEALTH, INC.",3841,Surgical & Medical Instruments & Apparatus,1231,DE,operating,12,Dec,Instruments & Medical Devices
1528811,Virtus Global Multi-Sector Income Fund,0,,1130,DE,other,11,Nov,Unknown
1836833,Planet Labs PBC,3663,Radio & Tv Broadcasting & Communications Equipment,0131,DE,operating,1,Jan,Electronics & Tech Hardware
1419559,"CAM GROUP, INC.",7310,Services-Advertising,1231,NV,operating,12,Dec,Personal Services
1447028,Arbutus Biopharma Corp,2834,Pharmaceutical Preparations,1231,A1,operating,12,Dec,Chemicals & Pharma
1159508,DEUTSCHE BANK AKTIENGESELLSCHAFT,6022,State Commercial Banks,1231,,other,12,Dec,Banking
1920406,"Strive, Inc.",6199,Finance Services,1231,NV,operating,12,Dec,Credit & Finance
2062397,Riverstone Ltd,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,0331,D8,other,3,Mar,Manufacturing (Other)
891103,"Match Group, Inc.",7370,"Services-Computer Programming, Data Processing, Etc.",1231,DE,operating,12,Dec,Software & IT Services
1705012,"Fat Brands, Inc",5812,Retail-Eating  Places,1228,DE,operating,12,Dec,Retail (Other)
1718224,"BT Brands, Inc.",5812,Retail-Eating  Places,1231,,operating,12,Dec,Retail (Other)
1699709,VitaNova Life Sciences Corp,5130,"Wholesale-Apparel, Piece Goods & Notions",0430,NV,operating,4,Apr,Wholesale
1069202,LENNOX INTERNATIONAL INC,3585,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip,1231,DE,operating,12,Dec,Manufacturing (Other)
803016,CALIFORNIA FIRST LEASING CORP,6021,National Commercial Banks,0630,CA,operating,6,Jun,Banking
1944955,FIRST NORDIC METALS CORP.,0,,1231,A1,other,12,Dec,Unknown
14693,BROWN FORMAN CORP,2080,Beverages,0430,DE,operating,4,Apr,Food & Beverage Manufacturing
2073893,Dollarama Inc./ADR,0,,1225,Z4,other,12,Dec,Unknown
1102238,AMERICAN REALTY INVESTORS INC,6510,Real Estate Operators (No Developers) & Lessors,1231,NV,operating,12,Dec,Real Estate
1828365,RLX Technology Inc.,2111,Cigarettes,1231,E9,other,12,Dec,Tobacco
1723128,"Amneal Pharmaceuticals, Inc.",2834,Pharmaceutical Preparations,1231,,operating,12,Dec,Chemicals & Pharma
42582,GOODYEAR TIRE & RUBBER CO /OH/,3011,Tires & Inner Tubes,1231,OH,operating,12,Dec,Manufacturing (Other)
1574085,Braemar Hotels & Resorts Inc.,6798,Real Estate Investment Trusts,1231,MD,operating,12,Dec,Holding Companies
2076163,"ProCap Financial, Inc.",6199,Finance Services,1231,DE,operating,12,Dec,Credit & Finance
1839133,"IR-Med, Inc.",3845,Electromedical & Electrotherapeutic Apparatus,1231,NV,operating,12,Dec,Instruments & Medical Devices
1401257,"FORUM ENERGY TECHNOLOGIES, INC.",3533,Oil & Gas Field Machinery & Equipment,1231,DE,operating,12,Dec,Manufacturing (Other)
899689,VORNADO REALTY TRUST,6798,Real Estate Investment Trusts,1231,MD,operating,12,Dec,Holding Companies
810958,CITIZENS & NORTHERN CORP,6022,State Commercial Banks,1231,PA,operating,12,Dec,Banking
1347557,Pacific Airport Group,4581,"Airports, Flying Fields & Airport Terminal Services",1231,O5,other,12,Dec,Airlines
1864055,Abits Group Inc,6199,Finance Services,1231,D8,other,12,Dec,Credit & Finance
1551152,AbbVie Inc.,2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
1440130,United Utilities Group plc,0,,0331,X0,other,3,Mar,Unknown
839533,DWS MUNICIPAL INCOME TRUST,0,,1130,MA,investment,11,Nov,Unknown
1618181,World Gold Trust,6221,Commodity Contracts Brokers & Dealers,0930,DE,operating,9,Sep,Securities & Brokers
1816319,Lytus Technologies Holdings PTV. Ltd.,7374,Services-Computer Processing & Data Preparation,0331,D8,other,3,Mar,Software & IT Services
2088325,OneIM Acquisition Corp.,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
886346,KADANT INC,3550,Special Industry Machinery (No Metalworking Machinery),0103,DE,operating,1,Jan,Manufacturing (Other)
1545772,Brookfield Property Partners L.P.,6500,Real Estate,1231,D0,other,12,Dec,Real Estate
2098710,"Fortior Technology (Shenzhen) Co., Ltd./ADR",0,,1231,F4,other,12,Dec,Unknown
1953530,Oculis Holding AG,2834,Pharmaceutical Preparations,1231,V8,other,12,Dec,Chemicals & Pharma
1419041,"Forte Biosciences, Inc.",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
1713210,Agape ATP Corp,8000,Services-Health Services,1231,NV,operating,12,Dec,Healthcare Services
2002038,Legato Merger Corp. III,6770,Blank Checks,1130,E9,operating,11,Nov,Holding Companies
1464423,PennyMac Mortgage Investment Trust,6798,Real Estate Investment Trusts,1231,MD,operating,12,Dec,Holding Companies
2009183,Titan Acquisition Corp.,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
68622,QWEST CORP,4813,Telephone Communications (No Radiotelephone),1231,CO,operating,12,Dec,Transportation
1879848,PHOENIX MOTOR INC.,3713,Truck & Bus Bodies,1231,DE,operating,12,Dec,Transportation Equipment
2071502,Klook Technology Ltd,7372,Services-Prepackaged Software,1231,D8,other,12,Dec,Software & IT Services
1192448,GLAUKOS Corp,3841,Surgical & Medical Instruments & Apparatus,1231,DE,operating,12,Dec,Instruments & Medical Devices
1327068,"United States Oil Fund, LP",6221,Commodity Contracts Brokers & Dealers,1231,DE,operating,12,Dec,Securities & Brokers
1899830,Perfect Corp.,7372,Services-Prepackaged Software,1231,E9,other,12,Dec,Software & IT Services
1596532,"Arista Networks, Inc.",3576,Computer Communications Equipment,1231,DE,operating,12,Dec,Manufacturing (Other)
1858985,On Holding AG,3021,Rubber & Plastics Footwear,1231,V8,other,12,Dec,Manufacturing (Other)
2073913,North West Co Inc./ADR,0,,1225,Z4,other,12,Dec,Unknown
856982,MERIT MEDICAL SYSTEMS INC,3841,Surgical & Medical Instruments & Apparatus,1231,UT,operating,12,Dec,Instruments & Medical Devices
1985062,PSYENCE BIOMEDICAL LTD.,2834,Pharmaceutical Preparations,0331,A6,other,3,Mar,Chemicals & Pharma
2020385,Tavia Acquisition Corp.,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
925741,"BioCardia, Inc.",2836,"Biological Products, (No Diagnostic Substances)",1231,DE,operating,12,Dec,Chemicals & Pharma
1603978,AQUABOUNTY TECHNOLOGIES INC,900,"Fishing, Hunting and Trapping",1231,DE,operating,12,Dec,Agriculture
1631574,Wave Life Sciences Ltd.,2834,Pharmaceutical Preparations,1231,U0,operating,12,Dec,Chemicals & Pharma
356309,NEW JERSEY RESOURCES CORP,4924,Natural Gas Distribution,0930,NJ,operating,9,Sep,Utilities
1272842,AIRGAIN INC,3663,Radio & Tv Broadcasting & Communications Equipment,1231,,operating,12,Dec,Electronics & Tech Hardware
2074850,Spring Valley Acquisition Corp. III,4911,Electric Services,1231,E9,operating,12,Dec,Utilities
2040290,LOGPROSTYLE INC.,1531,Operative Builders,0331,M0,other,3,Mar,Construction
1043509,SONIC AUTOMOTIVE INC,5500,Retail-Auto Dealers & Gasoline Stations,1231,DE,operating,12,Dec,Retail (Auto)
831001,CITIGROUP INC,6021,National Commercial Banks,1231,DE,operating,12,Dec,Banking
2043508,Lake Superior Acquisition Corp,6770,Blank Checks,1231,,operating,12,Dec,Holding Companies
1085913,FARMERS & MERCHANTS BANCORP,6021,National Commercial Banks,1231,DE,operating,12,Dec,Banking
1166003,"XPO, Inc.",4700,Transportation Services,1231,,operating,12,Dec,Transportation
1867949,"Chicago Atlantic Real Estate Finance, Inc.",6798,Real Estate Investment Trusts,1231,MD,operating,12,Dec,Holding Companies
2101973,Allfunds Group PLC./ADR,0,,1225,X0,other,12,Dec,Unknown
1005286,"LIFECORE BIOMEDICAL, INC. \DE\",2834,Pharmaceutical Preparations,0525,DE,operating,5,May,Chemicals & Pharma
1379400,abrdn Total Dynamic Dividend Fund,0,,1031,DE,other,10,Oct,Unknown
1053706,"CRA INTERNATIONAL, INC.",8111,Services-Legal Services,0103,MA,operating,1,Jan,Professional Services
1032033,SLM Corp,6141,Personal Credit Institutions,1231,DE,operating,12,Dec,Credit & Finance
853816,LANDSTAR SYSTEM INC,4213,Trucking (No Local),1230,DE,operating,12,Dec,Transportation
1863006,Valens Semiconductor Ltd.,3674,Semiconductors & Related Devices,1231,L3,other,12,Dec,Electronics & Tech Hardware
1230058,KAANAPALI LAND LLC,6552,Land Subdividers & Developers (No Cemeteries),1231,,operating,12,Dec,Real Estate
1649989,"Outlook Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",0930,DE,operating,9,Sep,Chemicals & Pharma
2069238,Pyrophyte Acquisition Corp. II,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1328792,TECHPRECISION CORP,3440,Fabricated Structural Metal Products,0331,DE,operating,3,Mar,Manufacturing (Other)
