question_id,depth,question,question_original,obstacle,useless_info_family_used,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value,leaf_7_key,leaf_7_concept,leaf_7_label,leaf_7_entity,leaf_7_period,leaf_7_unit,leaf_7_value,leaf_8_key,leaf_8_concept,leaf_8_label,leaf_8_entity,leaf_8_period,leaf_8_unit,leaf_8_value,leaf_9_key,leaf_9_concept,leaf_9_label,leaf_9_entity,leaf_9_period,leaf_9_unit,leaf_9_value
10,1,"Without changing the definition, find: Calculate the longterm liabilities for SilverLine Retail Inc in 2020",Calculate the longterm liabilities for SilverLine Retail Inc in 2020,negation,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""42_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""42_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",273650.0,2,0,1,259897827,885756109,542427445,0.349,0,1,2,42_total_liabilities,total_liabilities,total liabilities,SilverLine Retail Inc,2020,M_USD,376312.0,42_current_liabilities,current_liabilities,current liabilities,SilverLine Retail Inc,2020,M_USD,102662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3,Do not apply any adjustment; simply compute: You should calculate the pretax income for Titan Consumer Brands in 2020,You should calculate the pretax income for Titan Consumer Brands in 2020,negation,,pretax_income,"{""derived"": ""pretax_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""60_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""60_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""60_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}, ""right"": {""leaf"": ""60_non_operating_expenses"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""pretax_income"", ""depth"": 0}",220619.0,4,0,3,994110460,182219126,542427445,0.431,0,1,4,60_revenue,revenue,revenue,Titan Consumer Brands,2020,M_USD,428824.0,60_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Titan Consumer Brands,2020,M_USD,131692.0,60_operating_expenses,operating_expenses,operating expenses,Titan Consumer Brands,2020,M_USD,44200.0,60_non_operating_expenses,non_operating_expenses,non operating expenses,Titan Consumer Brands,2020,M_USD,32313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,Do not apply any adjustment; simply compute: give the gross profit for Pacific Crest Energy in 2024,give the gross profit for Pacific Crest Energy in 2024,negation,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""52_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""52_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",102564.0,2,0,1,907404927,149096405,542427445,0.535,0,1,2,52_revenue,revenue,revenue,Pacific Crest Energy,2024,M_USD,190474.0,52_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Pacific Crest Energy,2024,M_USD,87910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,4,Do not apply any adjustment; simply compute: Evaluate the difference between ratio of sum of sum of non operating expenses for SilverLine Retail Inc in 2021 and non operating expenses for SilverLine Retail Inc in 2022 and non operating expenses for SilverLine Retail Inc in 2023 to 3.0 and gross profit for SilverLine Retail Inc in 2023 .,Evaluate the difference between ratio of sum of sum of non operating expenses for SilverLine Retail Inc in 2021 and non operating expenses for SilverLine Retail Inc in 2022 and non operating expenses for SilverLine Retail Inc in 2023 to 3.0 and gross profit for SilverLine Retail Inc in 2023 .,negation,,"diff(ratio(sum(sum(43_non_operating_expenses, 44_non_operating_expenses), 45_non_operating_expenses), 3.0), gross_profit)","{""op"": ""diff"", ""left"": {""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""43_non_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""44_non_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""45_non_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""right"": {""literal"": 3.0, ""depth"": 0}, ""depth"": 3}, ""right"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""45_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""45_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""depth"": 4}","{""op"": ""diff"", ""left"": {""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}, ""right"": {""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",-280180.0,3,1,4,40391393,870857095,542427445,0.35,1,2,5,43_non_operating_expenses,non_operating_expenses,non operating expenses,SilverLine Retail Inc,2021,M_USD,131277.0,44_non_operating_expenses,non_operating_expenses,non operating expenses,SilverLine Retail Inc,2022,M_USD,63362.0,45_non_operating_expenses,non_operating_expenses,non operating expenses,SilverLine Retail Inc,2023,M_USD,177724.0,45_revenue,revenue,revenue,SilverLine Retail Inc,2023,M_USD,821168.0,45_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,SilverLine Retail Inc,2023,M_USD,416867.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,3,"you should give the current assets for Helix BioSciences in 2023 . (compute the value as stated, without sign changes.)",you should give the current assets for Helix BioSciences in 2023 .,negation,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""75_cash"", ""depth"": 0}, ""right"": {""leaf"": ""75_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""75_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""75_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",105646.0,2,0,3,279425068,328955312,542427445,0.373,0,1,4,75_cash,cash,cash,Helix BioSciences,2023,M_USD,41405.0,75_accounts_receivable,accounts_receivable,accounts receivable,Helix BioSciences,2023,M_USD,28326.0,75_inventories,inventories,inventories,Helix BioSciences,2023,M_USD,19597.0,75_short_term_investments,short_term_investments,short term investments,Helix BioSciences,2023,M_USD,16318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2,provide the operating income for Pacific Crest Energy in 2025 . — answer using the figures exactly as given.,provide the operating income for Pacific Crest Energy in 2025 .,negation,,operating_income,"{""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""53_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""53_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""53_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}","{""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}",111929.0,3,0,2,535970340,86991602,542427445,0.337,0,1,3,53_revenue,revenue,revenue,Pacific Crest Energy,2025,M_USD,218005.0,53_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Pacific Crest Energy,2025,M_USD,86886.0,53_operating_expenses,operating_expenses,operating expenses,Pacific Crest Energy,2025,M_USD,19190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,which result follows from the gross profit for Helix BioSciences in 2022 — answer using the figures exactly as given.,which result follows from the gross profit for Helix BioSciences in 2022,negation,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""74_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""74_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",93560.0,3,0,1,276606545,822120302,542427445,0.558,0,1,2,74_revenue,revenue,revenue,Helix BioSciences,2022,M_USD,228915.0,74_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Helix BioSciences,2022,M_USD,135355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,what would be the gross profit for Cobalt Semiconductor in 2020 — answer using the figures exactly as given.,what would be the gross profit for Cobalt Semiconductor in 2020,negation,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""66_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""66_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",28593.0,4,0,1,23095034,342846170,542427445,0.359,0,1,2,66_revenue,revenue,revenue,Cobalt Semiconductor,2020,M_USD,53876.0,66_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Cobalt Semiconductor,2020,M_USD,25283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1,"Without changing the definition, find: which result follows from the longterm liabilities for Ironclad Manufacturing in 2024 ?",which result follows from the longterm liabilities for Ironclad Manufacturing in 2024 ?,negation,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""40_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""40_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",222763.0,3,0,1,120886946,334933911,542427445,0.374,0,1,2,40_total_liabilities,total_liabilities,total liabilities,Ironclad Manufacturing,2024,M_USD,325872.0,40_current_liabilities,current_liabilities,current liabilities,Ironclad Manufacturing,2024,M_USD,103109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,3,Do not apply any adjustment; simply compute: whats the value of the current assets for ClearPath Logistics in 2020 ?,whats the value of the current assets for ClearPath Logistics in 2020 ?,negation,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""78_cash"", ""depth"": 0}, ""right"": {""leaf"": ""78_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""78_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""78_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",134161.0,2,0,3,935846723,229640402,542427445,0.557,0,1,4,78_cash,cash,cash,ClearPath Logistics,2020,M_USD,24389.0,78_accounts_receivable,accounts_receivable,accounts receivable,ClearPath Logistics,2020,M_USD,33576.0,78_inventories,inventories,inventories,ClearPath Logistics,2020,M_USD,22786.0,78_short_term_investments,short_term_investments,short term investments,ClearPath Logistics,2020,M_USD,53410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,What does the following give: gross profit for Crimson Pharmaceuticals in 2021 ? — answer using the figures exactly as given.,What does the following give: gross profit for Crimson Pharmaceuticals in 2021 ?,negation,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""85_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""85_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",301219.0,2,0,1,960077835,887129530,542427445,0.364,0,1,2,85_revenue,revenue,revenue,Crimson Pharmaceuticals,2021,M_USD,550238.0,85_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Crimson Pharmaceuticals,2021,M_USD,249019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1,It is not the case that you should ignore the following — determine: What's the value of the gross profit for Atlas Global Industries in 2025 ?,What's the value of the gross profit for Atlas Global Industries in 2025 ?,negation,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""29_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""29_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",28716.0,2,0,1,10334837,494480935,542427445,0.583,0,1,2,29_revenue,revenue,revenue,Atlas Global Industries,2025,M_USD,98381.0,29_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Atlas Global Industries,2025,M_USD,69665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2,It is not the case that you should ignore the following — determine: what do we obtain as the operating income for Cobalt Semiconductor in 2023?,what do we obtain as the operating income for Cobalt Semiconductor in 2023?,negation,,operating_income,"{""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""69_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""69_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""69_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}","{""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}",15374.0,3,0,2,564666353,188096929,542427445,0.36,0,1,3,69_revenue,revenue,revenue,Cobalt Semiconductor,2023,M_USD,56007.0,69_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Cobalt Semiconductor,2023,M_USD,27010.0,69_operating_expenses,operating_expenses,operating expenses,Cobalt Semiconductor,2023,M_USD,13623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,3,It is not the case that you should ignore the following — determine: whats the value of the pretax income for ClearPath Logistics in 2021,whats the value of the pretax income for ClearPath Logistics in 2021,negation,,pretax_income,"{""derived"": ""pretax_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""79_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""79_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""79_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}, ""right"": {""leaf"": ""79_non_operating_expenses"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""pretax_income"", ""depth"": 0}",38935.0,4,0,3,204250226,142789025,542427445,0.329,0,1,4,79_revenue,revenue,revenue,ClearPath Logistics,2021,M_USD,514684.0,79_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,ClearPath Logistics,2021,M_USD,364081.0,79_operating_expenses,operating_expenses,operating expenses,ClearPath Logistics,2021,M_USD,40902.0,79_non_operating_expenses,non_operating_expenses,non operating expenses,ClearPath Logistics,2021,M_USD,70766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1,Compute the longterm liabilities for Quantum Bridge Holdings in 2025. — answer using the figures exactly as given.,Compute the longterm liabilities for Quantum Bridge Holdings in 2025.,negation,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""17_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""17_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",28735.0,4,0,1,850550054,787935412,542427445,0.104,0,1,2,17_total_liabilities,total_liabilities,total liabilities,Quantum Bridge Holdings,2025,M_USD,44720.0,17_current_liabilities,current_liabilities,current liabilities,Quantum Bridge Holdings,2025,M_USD,15985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1,What is the value of the gross profit for Atlas Global Industries in 2021 ? — answer using the figures exactly as given.,What is the value of the gross profit for Atlas Global Industries in 2021 ?,negation,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""25_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""25_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",32211.0,3,0,1,156935195,513922543,542427445,0.296,0,1,2,25_revenue,revenue,revenue,Atlas Global Industries,2021,M_USD,83268.0,25_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Atlas Global Industries,2021,M_USD,51057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,4,It is not the case that you should ignore the following — determine: Evaluate the longterm assets for SilverLine Retail Inc in 2021.,Evaluate the longterm assets for SilverLine Retail Inc in 2021.,negation,,longterm_assets,"{""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""43_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""43_cash"", ""depth"": 0}, ""right"": {""leaf"": ""43_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""43_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""43_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}","{""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}",492228.0,4,0,4,304570716,139625690,542427445,0.466,0,1,5,43_total_assets,total_assets,total assets,SilverLine Retail Inc,2021,M_USD,729677.0,43_cash,cash,cash,SilverLine Retail Inc,2021,M_USD,73785.0,43_accounts_receivable,accounts_receivable,accounts receivable,SilverLine Retail Inc,2021,M_USD,84561.0,43_inventories,inventories,inventories,SilverLine Retail Inc,2021,M_USD,19238.0,43_short_term_investments,short_term_investments,short term investments,SilverLine Retail Inc,2021,M_USD,59865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1,"Without changing the definition, find: Compute the longterm liabilities for Quantum Bridge Holdings in 2020",Compute the longterm liabilities for Quantum Bridge Holdings in 2020,negation,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""12_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""12_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",33860.0,2,0,1,177146747,342740776,542427445,0.435,0,1,2,12_total_liabilities,total_liabilities,total liabilities,Quantum Bridge Holdings,2020,M_USD,48679.0,12_current_liabilities,current_liabilities,current liabilities,Quantum Bridge Holdings,2020,M_USD,14819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1,"may you calculate the longterm liabilities for NovaStar Technologies in 2025 ? (compute the value as stated, without sign changes.)",may you calculate the longterm liabilities for NovaStar Technologies in 2025 ?,negation,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""23_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""23_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",96177.0,3,0,1,878845615,12526972,542427445,0.484,0,1,2,23_total_liabilities,total_liabilities,total liabilities,NovaStar Technologies,2025,M_USD,162525.0,23_current_liabilities,current_liabilities,current liabilities,NovaStar Technologies,2025,M_USD,66348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1,"what is the value of the gross profit for Atlas Global Industries in 2025 ? (compute the value as stated, without sign changes.)",what is the value of the gross profit for Atlas Global Industries in 2025 ?,negation,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""29_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""29_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",28716.0,2,0,1,585474361,491886502,542427445,0.278,0,1,2,29_revenue,revenue,revenue,Atlas Global Industries,2025,M_USD,98381.0,29_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Atlas Global Industries,2025,M_USD,69665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1,"What is the longterm liabilities for Apex Dynamics Corp in 2022 (compute the value as stated, without sign changes.)",What is the longterm liabilities for Apex Dynamics Corp in 2022,negation,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""2_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""2_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",91225.0,2,0,1,85836324,856384953,542427445,0.417,0,1,2,2_total_liabilities,total_liabilities,total liabilities,Apex Dynamics Corp,2022,M_USD,139281.0,2_current_liabilities,current_liabilities,current liabilities,Apex Dynamics Corp,2022,M_USD,48056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1,Do not apply any adjustment; simply compute: Calculate the longterm liabilities for SilverLine Retail Inc in 2024.,Calculate the longterm liabilities for SilverLine Retail Inc in 2024.,negation,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""46_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""46_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",234237.0,2,0,1,104923682,586387897,542427445,0.32,0,1,2,46_total_liabilities,total_liabilities,total liabilities,SilverLine Retail Inc,2024,M_USD,328592.0,46_current_liabilities,current_liabilities,current liabilities,SilverLine Retail Inc,2024,M_USD,94355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,3,Do not apply any adjustment; simply compute: What does the following give: pretax income for Crimson Pharmaceuticals in 2021?,What does the following give: pretax income for Crimson Pharmaceuticals in 2021?,negation,,pretax_income,"{""derived"": ""pretax_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""85_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""85_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""85_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}, ""right"": {""leaf"": ""85_non_operating_expenses"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""pretax_income"", ""depth"": 0}",149476.0,4,0,3,735349835,344406310,542427445,0.396,0,1,4,85_revenue,revenue,revenue,Crimson Pharmaceuticals,2021,M_USD,550238.0,85_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Crimson Pharmaceuticals,2021,M_USD,249019.0,85_operating_expenses,operating_expenses,operating expenses,Crimson Pharmaceuticals,2021,M_USD,48071.0,85_non_operating_expenses,non_operating_expenses,non operating expenses,Crimson Pharmaceuticals,2021,M_USD,103672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
